Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.21	k__Bacteria (UID203)	5449	104	58	58.62	0.00	0.00	4107890	0	579	579	8216	8216	7094	7094	39013	39013	62.1	2.60	87.42	11	3946	66	38	0	0	0	0
bin.22	o__Rhodospirillales (UID3754)	63	336	201	96.47	3.44	8.33	4841107	0	111	111	79142	79142	43613	43613	302666	302666	68.8	1.67	92.39	11	4736	10	314	12	0	0	0
bin.23	k__Archaea (UID2)	207	149	107	34.00	7.86	4.55	55592226	0	5074	5074	14283	14283	10956	10956	93692	93692	50.3	1.45	86.53	4	93643	94	44	7	3	1	0
bin.24	k__Bacteria (UID203)	5449	104	58	0.78	0.00	0.00	244155	0	14	14	33043	33043	17439	17439	45945	45945	36.9	1.60	87.51	11	446	99	5	0	0	0	0
bin.25	k__Bacteria (UID203)	5449	103	57	14.04	0.00	0.00	485277	0	75	75	7366	7366	6470	6470	21720	21720	70.8	1.52	92.75	11	518	95	8	0	0	0	0
bin.26	root (UID1)	5656	56	24	0.00	0.00	0.00	777110	0	52	52	29736	29736	14944	14944	78125	78125	63.3	1.88	84.45	11	912	56	0	0	0	0	0
bin.27	k__Bacteria (UID203)	5449	104	58	52.18	0.86	0.00	2262470	0	205	205	14624	14624	11036	11036	46833	46833	61.1	2.10	91.21	11	2356	62	41	1	0	0	0
bin.28	k__Bacteria (UID203)	5449	104	58	36.65	11.20	0.00	24719443	0	260	260	152225	152225	95074	95074	501994	501994	51.9	1.12	83.16	4	35304	49	29	26	0	0	0
bin.29	root (UID1)	5656	56	24	0.00	0.00	0.00	465043	0	43	43	15240	15240	10814	10814	38838	38838	67.9	1.57	86.10	11	494	56	0	0	0	0	0
bin.3	k__Bacteria (UID203)	5449	103	57	94.74	45.77	39.13	4744779	0	561	561	10640	10640	8457	8457	68019	68019	70.2	1.80	91.27	11	5006	3	56	43	1	0	0
bin.30	c__Alphaproteobacteria (UID3422)	26	529	308	73.69	26.78	5.00	3414737	0	807	807	4294	4294	4231	4231	16094	16094	72.6	2.27	91.53	11	3848	176	237	107	7	2	0
bin.31	k__Bacteria (UID203)	5449	103	57	17.62	0.00	0.00	1458448	0	415	415	3442	3442	3514	3514	10247	10247	69.9	1.89	85.92	11	1725	85	18	0	0	0	0
bin.32	root (UID1)	5656	56	24	0.00	0.00	0.00	447044	0	31	31	23635	23635	14420	14420	44904	44904	60.4	0.89	82.71	11	528	56	0	0	0	0	0
bin.33	o__Rhizobiales (UID3654)	92	481	319	89.64	76.53	65.13	9459224	0	1533	1533	7241	7241	6170	6170	61536	61536	71.7	1.82	88.48	11	10100	74	148	186	65	7	1
bin.34	c__Alphaproteobacteria (UID3305)	564	349	230	69.07	6.87	24.00	2626498	0	485	485	6000	6000	5415	5415	86674	86674	67.9	1.76	88.83	11	2932	128	198	22	1	0	0
bin.4	root (UID1)	5656	56	24	0.00	0.00	0.00	208460	0	27	27	12487	12487	7720	7720	18515	18515	60.1	1.27	83.90	11	223	56	0	0	0	0	0
bin.5	root (UID1)	5656	56	24	0.00	0.00	0.00	222491	0	9	9	40654	40654	24721	24721	77091	77091	59.2	0.84	80.30	11	253	56	0	0	0	0	0
bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	316004	0	62	62	5548	5548	5096	5096	20444	20444	37.7	1.53	2.87	11	43	56	0	0	0	0	0
bin.7	k__Bacteria (UID3187)	2258	187	116	97.15	2.59	0.00	3686066	0	26	26	291182	291182	141771	141771	473161	473161	62.4	1.70	89.56	11	3086	5	179	3	0	0	0
bin.8	k__Bacteria (UID203)	5449	104	58	68.97	37.00	8.82	4742984	0	910	910	5538	5538	5212	5212	29286	29286	67.9	1.79	90.61	11	5202	39	35	28	2	0	0
bin.9	c__Alphaproteobacteria (UID3422)	26	529	308	0.84	0.00	0.00	579699	0	115	115	5191	5191	5040	5040	20800	20800	66.7	1.40	82.47	11	732	512	17	0	0	0	0
