Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.22	o__Sphingomonadales (UID3310)	26	569	293	86.59	5.63	27.27	3799205	0	300	300	18354	18354	12664	12664	85059	85059	68.4	2.27	88.81	11	4088	90	448	30	1	0	0
bin.23	o__Cytophagales (UID2936)	47	454	336	94.20	3.48	56.25	5993163	0	195	195	45425	45425	30734	30734	176527	176527	54.1	1.83	89.96	11	5407	22	416	16	0	0	0
bin.24	k__Bacteria (UID203)	5449	104	58	34.79	12.27	0.00	25851708	0	181	181	207162	207162	142827	142827	560444	560444	51.8	0.88	82.26	4	36241	50	30	14	10	0	0
bin.25	o__Rhizobiales (UID3654)	92	481	319	98.01	7.82	2.94	4682428	0	210	210	44450	44450	22297	22297	115576	115576	70.6	1.38	87.02	11	4720	10	439	31	1	0	0
bin.26	k__Bacteria (UID1452)	924	161	108	80.85	0.00	0.00	3409478	0	410	410	10230	10230	8315	8315	92839	92839	55.6	1.47	86.22	11	3155	32	129	0	0	0	0
bin.27	k__Bacteria (UID203)	5449	104	58	25.77	1.72	0.00	2557021	0	666	666	3830	3830	3839	3839	12310	12310	73.0	2.36	91.08	11	2826	78	25	1	0	0	0
bin.28	o__Actinomycetales (UID1697)	387	329	192	84.25	16.74	13.11	4690489	0	853	853	6169	6169	5498	5498	45799	45799	72.3	2.13	91.82	11	5200	59	215	52	3	0	0
bin.29	root (UID1)	5656	56	24	4.17	0.00	0.00	389382	0	111	111	3436	3436	3507	3507	6832	6832	65.1	1.69	86.47	11	457	55	1	0	0	0	0
bin.3	o__Rhodospirillales (UID3754)	63	336	201	88.56	0.50	0.00	3713026	0	59	59	162170	162170	62932	62932	223413	223413	71.3	1.21	93.23	11	3507	36	299	1	0	0	0
bin.30	k__Bacteria (UID1453)	901	171	117	92.95	5.13	28.57	5521056	0	484	484	15779	15779	11407	11407	80766	80766	67.3	1.91	91.43	11	5537	16	148	7	0	0	0
bin.31	p__Actinobacteria (UID1454)	732	196	114	39.25	0.00	0.00	1200569	0	316	316	3792	3792	3799	3799	10524	10524	67.1	1.83	90.45	11	1493	108	88	0	0	0	0
bin.32	root (UID1)	5656	56	24	0.00	0.00	0.00	280582	0	33	33	9996	9996	8502	8502	24818	24818	33.9	1.89	7.90	11	120	56	0	0	0	0	0
bin.33	k__Bacteria (UID203)	5449	104	58	95.52	71.73	5.26	12886231	0	1984	1984	7596	7596	6495	6495	41856	41856	72.7	2.77	89.54	11	13586	5	30	56	13	0	0
bin.34	k__Bacteria (UID203)	5449	103	57	80.46	9.41	41.67	3169169	0	471	471	7973	7973	6728	6728	27009	27009	68.7	2.20	90.52	11	3388	20	59	24	0	0	0
bin.35	k__Bacteria (UID1452)	924	161	108	91.67	0.46	100.00	4381684	0	119	119	60016	60016	36820	36820	214340	214340	55.9	1.13	90.06	11	3892	12	148	1	0	0	0
bin.36	k__Bacteria (UID203)	5449	104	58	34.55	3.45	50.00	814700	0	227	227	3535	3535	3588	3588	8047	8047	64.3	1.56	91.71	11	1009	70	32	2	0	0	0
bin.37	o__Actinomycetales (UID2012)	35	495	282	97.46	6.83	0.00	5791765	0	307	307	28757	28757	18865	18865	130942	130942	75.3	2.00	91.52	11	5926	11	454	29	1	0	0
bin.38	k__Bacteria (UID203)	5449	104	58	34.25	4.31	0.00	1111151	0	290	290	3802	3802	3831	3831	12909	12909	70.0	1.86	91.87	11	1303	72	29	2	1	0	0
bin.39	root (UID1)	5656	56	24	8.33	0.00	0.00	463182	0	134	134	3404	3404	3456	3456	6278	6278	58.2	1.88	92.02	11	484	54	2	0	0	0	0
bin.4	k__Bacteria (UID3187)	2258	188	117	97.22	5.18	0.00	5352768	0	50	50	190945	190945	107055	107055	586940	586940	50.8	1.11	88.83	11	4821	4	175	9	0	0	0
bin.40	root (UID1)	5656	56	24	0.00	0.00	0.00	1053930	0	172	172	7350	7350	6127	6127	24800	24800	38.6	2.15	11.56	11	594	56	0	0	0	0	0
bin.41	k__Bacteria (UID203)	5449	104	58	98.12	112.30	7.69	9508018	0	1374	1374	8852	8852	6919	6919	63916	63916	65.1	1.95	88.32	11	10330	3	24	35	32	9	1
bin.42	k__Bacteria (UID203)	5449	104	58	89.75	53.45	9.23	6010136	0	1086	1086	6077	6077	5534	5534	63225	63225	55.3	2.08	89.93	11	5997	13	34	53	4	0	0
bin.43	o__Actinomycetales (UID1697)	387	330	193	92.24	5.50	38.89	4055186	0	292	292	18707	18707	13887	13887	87293	87293	72.1	1.67	91.19	11	4252	20	294	15	1	0	0
bin.44	c__Alphaproteobacteria (UID3422)	26	529	308	98.59	2.27	0.00	3070252	0	21	21	285930	285930	146202	146202	607566	607566	70.5	1.02	91.75	11	3017	6	506	17	0	0	0
bin.45	o__Actinomycetales (UID1593)	69	400	198	87.54	1.73	83.33	2655348	0	296	296	11680	11680	8970	8970	46636	46636	68.5	1.44	89.53	11	2649	50	344	6	0	0	0
bin.46	o__Rhodospirillales (UID3754)	63	336	201	50.73	5.99	66.67	5917579	0	1365	1365	4242	4242	4335	4335	54470	54470	69.3	2.60	87.61	11	7104	160	160	15	1	0	0
bin.47	k__Bacteria (UID203)	5449	104	58	67.24	3.45	0.00	4710994	0	494	494	10908	10908	9536	9536	56916	56916	54.1	1.89	89.56	11	4527	60	42	2	0	0	0
bin.48	root (UID1)	5656	56	24	0.00	0.00	0.00	1368398	0	142	142	13714	13714	9636	9636	39562	39562	63.2	2.22	81.75	11	1672	56	0	0	0	0	0
bin.49	o__Actinomycetales (UID1697)	387	330	193	95.88	3.04	38.46	3568729	0	107	107	61361	61361	33352	33352	224722	224722	72.8	1.36	91.99	11	3487	14	305	10	1	0	0
bin.5	k__Bacteria (UID203)	5449	103	58	28.79	0.00	0.00	1716327	0	396	396	4350	4350	4334	4334	12881	12881	41.4	1.73	86.59	11	1991	83	20	0	0	0	0
bin.50	p__Actinobacteria (UID1454)	732	200	117	94.54	1.71	50.00	4060639	0	197	197	32396	32396	20612	20612	112823	112823	72.9	1.53	93.84	11	4273	18	180	2	0	0	0
bin.51	root (UID1)	5656	56	24	0.00	0.00	0.00	293974	0	8	8	47981	47981	36746	36746	63623	63623	46.4	1.24	52.35	11	394	56	0	0	0	0	0
bin.52	root (UID1)	5656	56	24	0.00	0.00	0.00	689695	0	40	40	24152	24152	17242	17242	84131	84131	65.9	1.58	82.96	11	704	56	0	0	0	0	0
bin.53	k__Archaea (UID2)	207	149	107	19.82	3.89	0.00	60640980	0	5201	5201	15495	15495	11659	11659	97505	97505	50.4	1.39	70.36	4	116733	113	29	6	1	0	0
bin.54	root (UID1)	5656	56	24	0.00	0.00	0.00	218934	0	3	3	142126	142126	72978	72978	142126	142126	57.7	0.99	91.03	11	220	56	0	0	0	0	0
bin.55	k__Bacteria (UID203)	5449	104	58	3.45	0.00	0.00	424106	0	106	106	3838	3838	4001	4001	11400	11400	62.6	1.69	85.88	11	477	102	2	0	0	0	0
bin.56	o__Sphingomonadales (UID3310)	26	569	293	3.26	0.16	80.00	958469	0	88	88	17340	17340	10891	10891	88234	88234	64.9	1.18	87.84	11	990	518	46	5	0	0	0
bin.57	k__Bacteria (UID203)	5449	104	58	26.96	8.78	18.18	2077381	0	573	573	3511	3511	3625	3625	12256	12256	69.1	1.95	90.31	11	2491	79	20	2	3	0	0
bin.58	p__Actinobacteria (UID1454)	732	200	117	26.15	1.28	0.00	1043605	0	306	306	3265	3265	3410	3410	10331	10331	73.7	1.85	93.26	11	1304	141	55	4	0	0	0
bin.59	o__Sphingomonadales (UID3310)	26	569	293	83.74	4.42	15.00	2835623	0	152	152	32495	32495	18655	18655	124631	124631	69.4	1.67	89.43	11	2925	117	432	20	0	0	0
bin.6	k__Bacteria (UID1452)	924	158	106	54.64	0.94	0.00	2275813	0	544	544	4309	4309	4183	4183	18203	18203	67.8	1.70	83.41	11	2361	77	80	1	0	0	0
bin.60	k__Bacteria (UID1452)	924	161	108	92.59	0.00	0.00	4001293	0	165	165	38416	38416	24250	24250	117735	117735	56.6	1.47	86.45	11	3474	8	153	0	0	0	0
bin.61	k__Bacteria (UID203)	5449	104	58	39.66	0.00	0.00	1916624	0	482	482	3997	3997	3976	3976	10776	10776	71.6	2.18	88.77	11	2194	72	32	0	0	0	0
bin.62	p__Cyanobacteria (UID2189)	82	579	450	98.44	4.22	12.00	7310356	0	219	219	60029	60029	33380	33380	236516	236516	46.5	1.55	84.94	11	7341	7	551	19	2	0	0
bin.63	p__Bacteroidetes (UID2591)	364	302	203	99.01	0.57	20.00	4555527	0	27	27	256997	256997	168723	168723	547992	547992	47.6	1.32	86.14	11	3986	2	295	5	0	0	0
bin.64	root (UID1)	5656	56	24	4.17	0.00	0.00	260290	0	31	31	10283	10283	8396	8396	25645	25645	61.0	1.44	81.91	11	303	55	1	0	0	0	0
bin.65	p__Actinobacteria (UID1454)	732	200	117	98.29	1.35	33.33	3487392	0	43	43	151703	151703	81102	81102	321937	321937	72.5	1.07	94.74	11	3629	3	194	3	0	0	0
bin.66	k__Bacteria (UID203)	5449	103	57	24.00	1.75	0.00	1511511	0	409	409	3549	3549	3695	3695	24688	24688	73.1	1.73	90.53	11	1707	85	17	1	0	0	0
bin.67	k__Bacteria (UID203)	5449	104	58	71.03	35.34	0.00	3880752	0	821	821	5066	5066	4726	4726	23464	23464	68.9	1.50	91.31	11	4492	55	33	11	3	2	0
bin.68	k__Bacteria (UID2570)	433	274	183	88.52	4.55	16.67	3352678	0	465	465	8683	8683	7210	7210	41944	41944	72.7	2.05	90.50	11	3374	26	232	15	1	0	0
bin.69	root (UID1)	5656	56	24	0.00	0.00	0.00	492713	0	16	16	34877	34877	30794	30794	85363	85363	48.2	0.93	57.79	11	566	56	0	0	0	0	0
bin.7	o__Actinomycetales (UID1697)	387	330	193	95.11	4.58	27.78	4728865	0	237	237	33018	33018	19953	19953	116071	116071	68.8	1.71	88.65	11	4660	13	303	12	2	0	0
bin.70	c__Alphaproteobacteria (UID3305)	564	349	230	78.93	8.48	4.35	2516951	0	262	262	14304	14304	9606	9606	74967	74967	70.4	1.55	92.74	11	2662	89	241	17	2	0	0
bin.71	root (UID1)	5656	56	24	0.00	0.00	0.00	520052	0	11	11	110970	110970	47277	47277	157272	157272	50.1	0.72	85.51	11	530	56	0	0	0	0	0
bin.72	k__Bacteria (UID1452)	924	161	108	89.35	3.70	25.00	3717630	0	311	311	16038	16038	11953	11953	61842	61842	65.2	1.97	90.76	11	4042	18	139	4	0	0	0
bin.73	k__Bacteria (UID203)	5449	104	58	3.45	0.00	0.00	363261	0	113	113	3063	3063	3214	3214	7991	7991	65.6	1.55	88.73	11	396	102	2	0	0	0	0
bin.74	root (UID1)	5656	56	24	0.00	0.00	0.00	546376	0	138	138	4004	4004	3959	3959	13333	13333	68.2	1.72	86.52	11	652	56	0	0	0	0	0
bin.75	k__Bacteria (UID203)	5449	103	57	21.93	0.00	0.00	1448686	0	438	438	3220	3220	3307	3307	6956	6956	71.3	1.91	91.84	11	1623	87	16	0	0	0	0
bin.76	o__Rhodospirillales (UID3754)	63	336	201	95.02	4.81	15.38	4488479	0	293	293	22175	22175	15319	15319	65538	65538	70.7	1.93	89.76	11	4504	12	311	13	0	0	0
bin.77	k__Bacteria (UID203)	5449	104	58	94.67	63.79	50.00	4815834	0	636	636	9730	9730	7572	7572	48670	48670	67.9	1.81	91.36	11	5312	8	48	43	5	0	0
bin.78	root (UID1)	5656	56	24	0.00	0.00	0.00	835811	0	261	261	3037	3037	3202	3202	8649	8649	73.2	1.81	91.13	11	1003	56	0	0	0	0	0
bin.79	o__Actinomycetales (UID1697)	387	330	193	90.10	5.05	44.44	3959130	0	179	179	34582	34582	22118	22118	97249	97249	72.3	1.88	88.66	11	3825	45	267	18	0	0	0
bin.8	root (UID1)	5656	56	24	0.00	0.00	0.00	414086	0	123	123	3243	3243	3366	3366	8339	8339	67.6	1.46	92.51	11	511	56	0	0	0	0	0
bin.80	o__Sphingomonadales (UID3310)	26	569	293	93.10	7.71	46.15	3612293	0	235	235	21650	21650	15371	15371	84308	84308	68.7	1.62	89.27	11	3721	53	483	30	3	0	0
bin.9	k__Bacteria (UID1452)	924	161	108	80.02	0.31	66.67	3638275	0	489	489	9199	9199	7440	7440	49109	49109	55.9	1.91	88.42	11	3411	28	130	3	0	0	0
