Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.19	k__Bacteria (UID203)	5449	104	58	12.93	0.00	0.00	2462725	0	205	205	16536	16536	12013	12013	69610	69610	69.1	3.86	84.75	11	2534	96	8	0	0	0	0
bin.2	o__Sphingomonadales (UID3310)	26	569	293	78.02	1.84	30.00	2398169	0	263	263	12393	12393	9118	9118	58587	58587	70.4	1.72	92.64	11	2488	163	396	10	0	0	0
bin.20	o__Sphingomonadales (UID3310)	26	569	293	89.71	4.32	26.92	3003946	0	136	136	33688	33688	22087	22087	114745	114745	70.7	1.51	91.11	11	2979	76	469	23	1	0	0
bin.21	o__Sphingomonadales (UID3310)	26	569	293	98.67	17.70	31.75	3728893	0	103	103	63926	63926	36202	36202	233878	233878	70.2	1.98	90.88	11	3647	6	451	105	7	0	0
bin.22	root (UID1)	5656	56	24	0.52	0.00	0.00	1225223	0	99	99	18075	18075	12375	12375	63597	63597	65.7	1.97	85.47	11	1404	55	1	0	0	0	0
bin.23	root (UID1)	5656	56	24	0.00	0.00	0.00	775764	0	101	101	8939	8939	7680	7680	41612	41612	75.1	2.25	89.08	11	835	56	0	0	0	0	0
bin.24	root (UID1)	5656	56	24	0.00	0.00	0.00	549511	0	4	4	296080	296080	137377	137377	296080	296080	42.1	0.51	90.74	11	856	56	0	0	0	0	0
bin.25	o__Rhodospirillales (UID3754)	63	336	201	88.99	5.22	70.59	6535710	0	645	645	13843	13843	10132	10132	67573	67573	65.1	2.89	89.68	11	6876	59	260	17	0	0	0
bin.26	k__Bacteria (UID203)	5449	104	58	22.65	0.00	0.00	1248310	0	361	361	3412	3412	3457	3457	8836	8836	72.4	1.97	90.82	11	1445	80	24	0	0	0	0
bin.27	k__Bacteria (UID203)	5449	104	58	41.09	6.90	0.00	3048114	0	542	542	6573	6573	5623	5623	23064	23064	70.3	1.87	94.13	11	3350	76	24	4	0	0	0
bin.28	o__Actinomycetales (UID1697)	387	330	193	67.14	2.89	66.67	3016964	0	669	669	4574	4574	4509	4509	18482	18482	67.3	1.60	90.24	11	3340	100	221	9	0	0	0
bin.29	k__Bacteria (UID3187)	2258	187	116	86.02	2.16	0.00	3114178	0	348	348	11320	11320	8948	8948	42396	42396	62.9	1.81	90.57	11	2873	40	144	3	0	0	0
bin.3	c__Alphaproteobacteria (UID3422)	26	529	308	77.32	6.28	22.22	2463824	0	491	491	5351	5351	5017	5017	21360	21360	72.9	2.33	91.36	11	2675	128	376	24	1	0	0
bin.30	k__Bacteria (UID203)	5449	104	58	82.92	60.34	72.55	8246914	0	1338	1338	7094	7094	6163	6163	32134	32134	63.0	2.69	86.88	11	8266	43	28	24	9	0	0
bin.31	k__Bacteria (UID203)	5449	104	58	24.29	0.00	0.00	1729329	0	418	418	4155	4155	4137	4137	14577	14577	69.6	2.12	92.75	11	1973	84	20	0	0	0	0
bin.32	root (UID1)	5656	56	24	0.00	0.00	0.00	483146	0	22	22	25219	25219	21961	21961	82603	82603	56.8	1.66	83.49	11	536	56	0	0	0	0	0
bin.33	k__Archaea (UID2)	207	149	107	51.58	62.89	29.47	97312971	0	14753	14753	7582	7582	6596	6596	55715	55715	49.9	1.55	62.93	11	212860	64	23	30	17	10	5
bin.34	root (UID1)	5656	56	24	0.00	0.00	0.00	203395	0	22	22	12198	12198	9245	9245	22482	22482	48.9	1.17	63.35	11	314	56	0	0	0	0	0
bin.35	k__Bacteria (UID203)	5449	104	58	7.52	1.72	0.00	820969	0	260	260	3039	3039	3157	3157	6867	6867	69.3	1.94	91.78	11	1065	95	8	1	0	0	0
bin.4	k__Bacteria (UID203)	5449	104	58	2.87	0.00	0.00	248006	0	18	18	17509	17509	13778	13778	52593	52593	58.1	0.88	84.94	11	219	101	3	0	0	0	0
bin.5	k__Bacteria (UID203)	5449	104	58	41.00	7.76	42.86	2552945	0	655	655	3878	3878	3897	3897	12741	12741	67.8	1.81	91.51	11	2923	70	27	7	0	0	0
bin.6	p__Bacteroidetes (UID2591)	364	303	203	98.03	0.74	0.00	5008159	0	141	141	51576	51576	35518	35518	175059	175059	41.8	1.23	85.29	11	4629	5	296	2	0	0	0
bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	213453	0	21	21	18069	18069	10164	10164	42126	42126	67.6	1.43	88.15	11	217	56	0	0	0	0	0
bin.8	o__Actinomycetales (UID1593)	69	400	198	97.22	3.16	22.22	2865203	0	151	151	29574	29574	18974	18974	129401	129401	73.0	1.78	88.95	11	2797	9	384	6	1	0	0
bin.9	p__Bacteroidetes (UID2605)	350	316	210	90.12	3.60	75.00	3425441	0	268	268	19563	19563	12781	12781	121796	121796	41.2	1.92	88.85	11	3244	25	279	12	0	0	0
