target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO.Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes	ProtID	CAZyme_new	COG_new	EggNog_new	GO.Terms_new	InterPro_new	PFAM_new	Protease_new	Secreted_new	KO
XANPAGTX0501_005120-T1	7.07946154822581e-15	1.07842826465086e-13	5.47438640922027	0.703372568592869	2.65808844155658	10.885032189473	0.0235527801021708	3.45663776923513	0.89255530345161	3.45663776923513	culture	XANPAGTX0501_005120	mRNA	Xp_GTX0501_8	39289	40589	-	NA	hypothetical protein	NA	NA	NA	PF00172	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	NA	NA	GO_component: GO:0005634 - nucleus [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_005120_T1_XANPAGTX0501_005120	NA	NA	NA	GO_component: GO:0005634 - nucleus [Evidence IEA], GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA], GO_function: GO:0008270 - zinc ion binding [Evidence IEA], GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain, IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	PF00172	NA	NA	
XANPAGTX0501_007263-T1	1.16434350351597e-20	3.13835791420991e-19	5.36727542746163	0.575893219208627	2.09651912345121	8.05933385695939	1.23981163929647	-0.387424146387898	1.09319567055929	1.09319567055929	culture	XANPAGTX0501_007263	mRNA	Xp_GTX0501_12	281	5257	+	NA	hypothetical protein	NA	NA	NA	PF00005;PF00664	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR011527 ABC transporter type 1, transmembrane domain;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036640 ABC transporter type 1, transmembrane domain superfamily	ENOG503NXE6	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase activity [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]	SignalP(1-19,cutsite=VSS-IP,prob=0.5036)	NA	NA	NA	Cluster_1	SMCOG1288:ABC transporter related protein	XANPAGTX0501_007263_T1_XANPAGTX0501_007263	NA	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	ENOG503NXE6	GO_component: GO:0016021 - integral component of membrane [Evidence IEA], GO_function: GO:0005524 - ATP binding [Evidence IEA], GO_function: GO:0016887 - ATPase activity [Evidence IEA], GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA], GO_process: GO:0055085 - transmembrane transport [Evidence IEA]	IPR003439 ABC transporter-like, ATP-binding domain, IPR003593 AAA+ ATPase domain, IPR011527 ABC transporter type 1, transmembrane domain, IPR017871 ABC transporter-like, conserved site, IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR036640 ABC transporter type 1, transmembrane domain superfamily	PF00005, PF00664	NA	SignalP(1-19,cutsite=VSS-IP,prob=0.5036)	
XANPAGTX0501_009909-T1	5.41497310651799e-23	1.77909101620953e-21	5.1227474781625	0.518829433675939	3.77007053581022	8.41889640470548	0.428827798420454	1.46474227656897	0.508239956468628	1.46474227656897	culture	XANPAGTX0501_009909	mRNA	Xp_GTX0501_26	95248	97961	-	NA	hypothetical protein	NA	NA	NA	NA	NA	ENOG503P3CS	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009909_T1_XANPAGTX0501_009909	NA	S:(S) Function unknown	ENOG503NWRJ, ENOG503NZ63, ENOG503P3CS	NA	NA	NA	NA	NA	
XANPAGTX0501_009909-T2	6.33171540162625e-15	9.73111001302979e-14	5.02626362616619	0.644627683011998	4.2804579708864	9.16568909394161	0.0887770686904757	2.83436601199591	0.35973438719622	2.83436601199591	culture	XANPAGTX0501_009909	mRNA	Xp_GTX0501_26	95248	97961	-	NA	hypothetical protein	NA	NA	NA	NA	NA	ENOG503NZ63	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009909_T2_XANPAGTX0501_009909	NA	S:(S) Function unknown	ENOG503NWRJ, ENOG503NZ63, ENOG503P3CS	NA	NA	NA	NA	NA	
XANPAGTX0501_005117-T1	3.55230575020691e-18	7.70475690547808e-17	4.91942442587805	0.565953146347016	2.21623366379618	8.25268350745589	0.0381769982583999	2.21498867855049	1.05127591527147	2.21498867855049	culture	XANPAGTX0501_005117	mRNA	Xp_GTX0501_8	34360	34722	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_005117_T1_XANPAGTX0501_005117	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_005119-T1	1.17595333742107e-10	1.11140100528179e-09	4.86626312546458	0.755348891835024	2.45984940986149	9.81948960621139	0.0254706885061083	3.9880671553858	0.964262586233685	3.9880671553858	culture	XANPAGTX0501_005119	mRNA	Xp_GTX0501_8	37236	38875	+	NA	hypothetical protein	NA	NA	NA	PF00067	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily	ENOG503Q4D3	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA];GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0005506 - iron ion binding [Evidence IEA];GO_process: GO:0055114 - oxidation-reduction process [Evidence IEA]	NA	NA	NA	NA	Cluster_1	SMCOG1034:cytochrome P450	XANPAGTX0501_005119_T1_XANPAGTX0501_005119	NA	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	ENOG503Q4D3	GO_function: GO:0005506 - iron ion binding [Evidence IEA], GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA], GO_function: GO:0020037 - heme binding [Evidence IEA], GO_process: GO:0055114 - oxidation-reduction process [Evidence IEA]	IPR001128 Cytochrome P450, IPR002401 Cytochrome P450, E-class, group I, IPR017972 Cytochrome P450, conserved site, IPR036396 Cytochrome P450 superfamily	PF00067	NA	NA	K00498
XANPAGTX0501_008355-T1	3.60545586638319e-50	5.00482342452317e-48	4.85491157112211	0.325964280780446	7.64384893802506	6.64230773119631	0.0031013566633912	0.744331516382179	0.0415499133582207	0.744331516382179	culture	XANPAGTX0501_008355	mRNA	Xp_GTX0501_15	259270	260921	-	NA	hypothetical protein	NA	1.14.13.9	NA	PF01494	IPR002938 FAD-binding domain;IPR036188 FAD/NAD(P)-binding domain superfamily	ENOG503P0C9	C:(C) Energy production and conversion	GO_function: GO:0071949 - FAD binding [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_008355_T1_XANPAGTX0501_008355	NA	C:(C) Energy production and conversion	ENOG503P0C9	GO_function: GO:0071949 - FAD binding [Evidence IEA]	IPR002938 FAD-binding domain, IPR036188 FAD/NAD(P)-binding domain superfamily	PF01494	NA	NA	
XANPAGTX0501_005933-T1	3.91129292813937e-08	2.57927006929856e-07	4.75803690028546	0.865914584817859	3.38124974494808	10.7737457255181	0.00218345947298768	5.27232846855661	0.635755401960755	5.27232846855661	culture	XANPAGTX0501_005933	mRNA	Xp_GTX0501_9	603204	604599	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_3	NA	XANPAGTX0501_005933_T1_XANPAGTX0501_005933	NA	S:(S) Function unknown	ENOG503P25G	NA	NA	NA	NA	NA	
XANPAGTX0501_009603-T1	2.10259526629495e-13	2.72772434955671e-12	4.7192333152546	0.642762938584161	3.44586318364703	8.39767918270216	0.0878197169430913	2.81843600113755	0.613859606307984	2.81843600113755	culture	XANPAGTX0501_009603	mRNA	Xp_GTX0501_22	299270	299895	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009603_T1_XANPAGTX0501_009603	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_006082-T1	1.84221204503418e-09	1.48352173749852e-08	4.67796226439939	0.778215260638155	3.72992517785198	9.60584842432049	0.525120350319752	3.73509600642448	0.520894536976042	3.73509600642448	culture	XANPAGTX0501_006082	mRNA	Xp_GTX0501_9	1067447	1068403	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006082_T1_XANPAGTX0501_006082	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_009719-T1	4.91964997253772e-05	0.000184320893876624	4.64474399607529	1.14419140006134	5.33112646276252	14.3004361040769	0.0193002509951343	9.19006139847951	0.153935341284525	9.19006139847951	culture	XANPAGTX0501_009719	mRNA	Xp_GTX0501_24	61300	62583	-	NA	hypothetical protein	NA	NA	NA	PF00891	IPR001077 O-methyltransferase domain;IPR016461 O-methyltransferase COMT-type;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily	ENOG503NWHF	S:(S) Function unknown	GO_function: GO:0008171 - O-methyltransferase activity [Evidence IEA]	NA	NA	NA	NA	Cluster_1	SMCOG1042:O-methyltransferase	XANPAGTX0501_009719_T1_XANPAGTX0501_009719	NA	S:(S) Function unknown	ENOG503NWHF	GO_function: GO:0008171 - O-methyltransferase activity [Evidence IEA]	IPR001077 O-methyltransferase domain, IPR016461 O-methyltransferase COMT-type, IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily, IPR036388 Winged helix-like DNA-binding domain superfamily, IPR036390 Winged helix DNA-binding domain superfamily	PF00891	NA	NA	
XANPAGTX0501_009762-T1	4.12332350841012e-11	4.14760032254478e-10	4.59556615155031	0.69634252333578	2.57405325615018	8.59496639270634	0.0225538186752237	3.38841699512998	0.922997320560788	3.38841699512998	culture	XANPAGTX0501_009762	mRNA	Xp_GTX0501_24	168762	171263	-	NA	hypothetical protein	NA	NA	NA	PF00023;PF12796;PF13606;PF13637;PF13857	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily	NA	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009762_T1_XANPAGTX0501_009762	NA	M:(M) Cell wall/membrane/envelope biogenesis	ENOG503NZ8C, ENOG503Q0QC	GO_function: GO:0005515 - protein binding [Evidence IEA]	IPR002110 Ankyrin repeat, IPR020683 Domain of unknown function DUF3447, IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR036770 Ankyrin repeat-containing domain superfamily	PF00023, PF12796, PF13606, PF13637, PF13857	NA	NA	
XANPAGTX0501_006999-T2	1.05624344122301e-15	1.74807502455761e-14	4.58694679589542	0.571928489109656	3.30446985281271	7.5047480350809	0.622244631100621	1.67875013157772	0.662085419752391	1.67875013157772	culture	XANPAGTX0501_006999	mRNA	Xp_GTX0501_11	422881	426943	-	NA	hypothetical protein	NA	NA	NA	NA	IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006999_T2_XANPAGTX0501_006999	NA	NA	NA	NA	IPR011989 Armadillo-like helical, IPR016024 Armadillo-type fold	NA	NA	NA	
XANPAGTX0501_000386-T1	2.17876311853168e-91	1.42324496654673e-88	4.51276641598877	0.222588097609616	6.85421244645073	5.45242461604923	0.0053619303921074	0.34316476216939	0.0506032897934615	0.34316476216939	culture	XANPAGTX0501_000386	mRNA	Xp_GTX0501_1	1095500	1096181	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000386_T1_XANPAGTX0501_000386	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_002606-T1	9.01979334372704e-10	7.54253050316933e-09	4.45232611597938	0.726808932250584	3.85956574005285	8.56347554404718	0.65808045056831	3.05789367687457	0.480504610802858	3.05789367687457	culture	XANPAGTX0501_002606	mRNA	Xp_GTX0501_4	427337	428383	-	NA	hypothetical protein	NA	2.5.1.39	NA	PF01040	IPR000537 UbiA prenyltransferase family;IPR030470 UbiA prenyltransferase conserved site	ENOG503P18I	H:(H) Coenzyme transport and metabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0016765 - transferase activity, transferring alkyl or aryl (other than methyl) groups [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_002606_T1_XANPAGTX0501_002606	NA	H:(H) Coenzyme transport and metabolism	ENOG503P18I	GO_component: GO:0016021 - integral component of membrane [Evidence IEA], GO_function: GO:0016765 - transferase activity, transferring alkyl or aryl (other than methyl) groups [Evidence IEA]	IPR000537 UbiA prenyltransferase family, IPR030470 UbiA prenyltransferase conserved site	PF01040	NA	NA	
XANPAGTX0501_003162-T2	2.74837274016828e-24	1.01061851919102e-22	4.35237077919861	0.428035918491608	1.73383416086084	5.9521670475015	0.0740833256457877	1.16315912269183	1.21473765690134	1.21473765690134	culture	XANPAGTX0501_003162	mRNA	Xp_GTX0501_4	1868628	1869333	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_003162_T2_XANPAGTX0501_003162	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_001749-T1	1.33084325757396e-10	1.24717420889104e-09	4.21114337096063	0.655573219786851	1.05552457669703	7.37055194316704	0.277441919097409	2.7458116769835	1.40668618333181	2.7458116769835	culture	XANPAGTX0501_001749	mRNA	Xp_GTX0501_3	235926	236642	+	NA	hypothetical protein	NA	NA	EOG09264YIJ	PF04471	IPR011335 Restriction endonuclease type II-like;IPR018828 Required for respiratory growth protein 7, mitochondrial	ENOG503P7TU	S:(S) Function unknown	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_001749_T1_XANPAGTX0501_001749	NA	S:(S) Function unknown	ENOG503P7TU	NA	IPR011335 Restriction endonuclease type II-like, IPR018828 Required for respiratory growth protein 7, mitochondrial	PF04471	NA	NA	
XANPAGTX0501_010485-T1	1.72954085146275e-05	7.10038859722507e-05	4.17353022910538	0.971216491546964	4.79366001505282	10.7744193703477	0.00238832901596758	6.63296824285886	0.23987013996334	6.63296824285886	culture	XANPAGTX0501_010485	mRNA	Xp_GTX0501_37	756	1882	+	NA	hypothetical protein	NA	NA	NA	PF11917	IPR021842 Protein of unknown function DUF3435	ENOG503P2C0	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010485_T1_XANPAGTX0501_010485	NA	NA	ENOG503P2C0	NA	IPR021842 Protein of unknown function DUF3435	PF11917	NA	NA	
XANPAGTX0501_003202-T1	1.37552188519887e-08	9.74803480225492e-08	4.12799583721577	0.727219673906864	2.67378722430489	7.86838498795567	0.0269151904332921	3.6932601419774	0.886866232814451	3.6932601419774	culture	XANPAGTX0501_003202	mRNA	Xp_GTX0501_5	96304	97107	-	NA	hypothetical protein	NA	NA	NA	PF00240	IPR000626 Ubiquitin-like domain;IPR029071 Ubiquitin-like domain superfamily	NA	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]	NA	NA	NA	NA	Cluster_2	NA	XANPAGTX0501_003202_T1_XANPAGTX0501_003202	NA	NA	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]	IPR000626 Ubiquitin-like domain, IPR029071 Ubiquitin-like domain superfamily	PF00240	NA	NA	
XANPAGTX0501_010503-T1	5.10559142806411e-09	3.82833172239379e-08	4.10286299856261	0.70210098521147	2.95049115992582	7.57287724922938	0.00655095163743206	3.46106773321508	0.786936155316323	3.46106773321508	culture	XANPAGTX0501_010503	mRNA	Xp_GTX0501_37	40595	42106	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010503_T1_XANPAGTX0501_010503	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_010502-T1	1.87750907352254e-10	1.72454410764829e-09	4.07011458285701	0.638846202583932	3.17017591444863	6.93027026873074	0.0830668942992923	2.78787765719745	0.708859866353023	2.78787765719745	culture	XANPAGTX0501_010502	mRNA	Xp_GTX0501_37	38766	40067	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010502_T1_XANPAGTX0501_010502	NA	NA	NA	NA	NA	NA	NA	NA	
