TranscriptID	Function	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change
XANPAGTX0501_000260-T1	RNA interference	1.03182464142816e-06	5.37953645214072e-06	-0.501299099681579	0.102610211291821	9.11425780436289	0.0889947167421798	0.000117535627037067	0.0267002796692228	0.0739475165838536	0.0739475165838536	low_logFC
XANPAGTX0501_000266-T1	Cell wall remodeling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000267-T1	Ribosomal genes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000280-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000281-T1	Transporters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000299-T1	Lipid metabolism	4.93594361635395e-06	2.28390224415044e-05	-0.379408577847763	0.0830671564637376	8.20343660378825	0.0621160327465154	0.000282768016054298	0.0266294175848401	0.0482562356572594	0.0482562356572594	low_logFC
XANPAGTX0501_000308-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000313-T1	Transcription factors	2.50040047391347e-16	4.44983129211685e-15	0.680329490474397	0.08301493916073	7.97920383178162	0.163028705057249	0.000355295798911859	0.0481227023137564	0.044830460838809	0.0481227023137564	low_logFC
XANPAGTX0501_000318-T1	Cell wall remodeling	4.21586697887502e-52	6.50238927783432e-50	-1.30084644221519	0.0856469178927448	7.13473581640538	0.474892182587353	0.000910236537962615	0.0506904699131898	0.0441825617938636	0.0506904699131898	lichen
XANPAGTX0501_000321-T1	Ribosomal genes	0.000210052265472019	0.000680662506001393	0.328758656091605	0.088695244908952	8.53618829251692	0.0717227505038629	0.000197150967979836	0.0460226365189733	0.0551420448861454	0.0551420448861454	low_logFC
XANPAGTX0501_000339-T1	Transporters	1.85864886722388e-06	9.28070848494659e-06	0.382759255881415	0.0802730610273019	7.98986722707474	0.0783211554806695	0.000354690507534819	0.0426974551704649	0.0449738585492017	0.0449738585492017	low_logFC
XANPAGTX0501_000390-T1	RNA binding proteins	1.24325635539893e-05	5.25956641017339e-05	0.354286295438325	0.0810749571784807	8.05801655439199	0.0564548101626199	0.000303802924136116	0.0255397154774263	0.045934898145673	0.045934898145673	low_logFC
XANPAGTX0501_000394-T1	Cell division, proliferation and growth	0.0220669326351414	0.0426922102636316	-0.289567559899708	0.126492142726648	5.77645447264296	0.115345978543857	0.00314775994588842	0.0946244785488398	0.109405808433492	0.109405808433492	low_logFC
XANPAGTX0501_000407-T1	Transcription factors	1.33613619476793e-07	8.10808330212998e-07	-4.96522528358647	0.941485703866361	2.21750212361144	12.2063691535481	0.0374837940065681	6.19784887631365	1.05082818023644	6.19784887631365	lichen
XANPAGTX0501_000411-T1	MAPK signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000412-T1	Transporters	0.0228528873436719	0.0439676566097499	-0.201695739528686	0.0886229886007114	7.5928565731059	0.063496279339802	0.000517762214118887	0.0547313053078967	0.0413540229552646	0.0547313053078967	low_logFC
XANPAGTX0501_000420-T1	Transcription factors	3.33558662371041e-07	1.90250074249122e-06	-1.61916794700208	0.317270768692213	5.71701093570829	1.34146200378513	0.0058412861865868	0.702254958502231	0.114341587977865	0.702254958502231	lichen
XANPAGTX0501_000429-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000433-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000440-T1	Cell division, proliferation and growth	8.53480336140584e-05	0.000304071194508861	-0.444474031954516	0.113130414946727	6.08397264342945	0.0933635636670645	0.00246606783350608	0.0428845733171302	0.0875646949371085	0.0875646949371085	low_logFC
XANPAGTX0501_000445-T1	Transporters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000456-T1	mTOR signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000458-T1	Cell wall remodeling	0.00431810011403309	0.0101809982518763	0.394478336845925	0.138222477535652	5.54380295551226	0.164395995714111	0.00406065427630543	0.125881190217627	0.1303363275307	0.1303363275307	low_logFC
XANPAGTX0501_000471-T1	Cell wall remodeling	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000474-T1	Transcription factors	5.26669210023198e-05	0.000196132178984159	0.369793060968257	0.091454487706742	7.14444375894388	0.0910897276794995	0.00647947269754749	0.0523564017033951	0.0440316043719974	0.0523564017033951	low_logFC
XANPAGTX0501_000474-T2	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000476-T1	mTOR signaling pathway	0.000135710501052382	0.000460172553950137	0.327236828117034	0.0857570754838305	8.37400082784658	0.0684366806855652	0.000242315087742498	0.042829792977079	0.0514912126050174	0.0514912126050174	low_logFC
XANPAGTX0501_000479-T1	Defense	0.000135001068800108	0.000458046706087747	0.37473519845842	0.0981714140894155	6.59849691936415	0.100653998367831	0.00140547602541525	0.0663902417345972	0.0597831544914113	0.0663902417345972	low_logFC
XANPAGTX0501_000490-T1	Cell division, proliferation and growth	0.00692643712123086	0.0154206263494925	0.35052670246057	0.129807371434441	8.17513041112102	0.14516602779127	0.00040776253267131	0.118122946103835	0.0477743039363484	0.118122946103835	low_logFC
XANPAGTX0501_000494-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000513-T1	MAPK signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000525-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000527-T1	Transcription factors	1.63726225437886e-06	8.23450966253496e-06	0.505144072531198	0.105376471110354	9.19514747877112	0.139429465756448	0.000113261126805079	0.0779990469900554	0.0774778361266233	0.0779990469900554	low_logFC
XANPAGTX0501_000531-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000534-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000539-T1	Transcription factors	0.00124355857933406	0.00338971969158192	0.553933862117292	0.171565796835211	6.03703553589184	0.276752362975297	0.00271544824099834	0.204343304149174	0.090543763762897	0.204343304149174	low_logFC
XANPAGTX0501_000545-T1	Transcription factors	1.69882753101277e-13	2.22996214325021e-12	0.980663514371345	0.133051000284296	7.83495896420508	0.361690563631164	0.000462553830887752	0.124065860308317	0.0430680141491109	0.124065860308317	low_logFC
XANPAGTX0501_000548-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000550-T1	Ribosomal genes	0.0251158263039572	0.047840694872289	0.20675002121907	0.0923149187046261	6.63060707773241	0.043452900413862	0.00141185624043968	0.0325136336652337	0.0585363168612884	0.0585363168612884	low_logFC
XANPAGTX0501_000556-T1	Protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000573-T1	Ribosomal genes	0.00152772217030162	0.00409296856482498	0.31296406911075	0.0987466047112616	6.44227452430774	0.0364862083336088	0.00164523866157149	0.0106736801402182	0.0669472425856161	0.0669472425856161	low_logFC
XANPAGTX0501_000575-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000621-T1	Transcription factors	0.00434105477832394	0.0102329469992119	0.329579387921133	0.115550548655402	6.0257049461977	0.106538721900758	0.00264362027820762	0.0795408462647708	0.091280296138728	0.091280296138728	low_logFC
XANPAGTX0501_000633-T1	Cell wall remodeling	0.000460244487120821	0.0013934064965858	0.738581702811325	0.210849416732878	4.82202062634185	0.438613767039423	0.0107182573033131	0.302017094885148	0.234315303734484	0.302017094885148	low_logFC
XANPAGTX0501_000635-T1	Transcription factors	1.58987260895778e-07	9.52294246088247e-07	0.868233690411439	0.165635439189207	7.20595497991281	0.375484964189886	0.000872831358660815	0.192118897535888	0.0431511380883668	0.192118897535888	low_logFC
XANPAGTX0501_000640-T1	Cell surface and cell wall proteins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000646-T1	Defense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000647-T1	Cell division, proliferation and growth	1.44412756049827e-31	8.48520452874777e-30	-4.49617784948857	0.384637365822058	2.95257708641029	6.08235412144665	0.102769025362308	0.937953879811914	0.786187799786264	0.937953879811914	lichen
XANPAGTX0501_000652-T1	Transporters	0.000380807305754176	0.00117795686083569	0.286159222710873	0.0805392746524974	8.01449101654739	0.0469679789251884	0.000317559382299023	0.0270554040095081	0.0453121389403314	0.0453121389403314	low_logFC
XANPAGTX0501_000653-T1	Cell division, proliferation and growth	0.0242812943394195	0.046418277438329	-0.694594932614449	0.308345844772174	3.40888964597215	0.298232951013087	0.0424601948872275	0.141119477728658	0.626358447788849	0.626358447788849	low_logFC
XANPAGTX0501_000656-T1	Cell surface and cell wall proteins	1.41604922813752e-19	3.49449481743715e-18	-4.35756485806386	0.481443219530541	5.90178375880811	6.34275091130571	0.016418467752451	1.6140872226239	0.0998083746337706	1.6140872226239	lichen
XANPAGTX0501_000658-T1	Protein ubiquitination	7.78318883915544e-10	6.56281792398035e-09	1.03691517598451	0.168623635037406	5.40156890865959	0.462996892637002	0.00602995626250072	0.193988036145035	0.145548362550677	0.193988036145035	culture
XANPAGTX0501_000660-T1	Protein ubiquitination	1.26622894432911e-07	7.71336940580077e-07	0.944836309608977	0.178822056277172	6.30402345954417	0.44118856475738	0.00236698630828791	0.222576974846333	0.0744900451345313	0.222576974846333	low_logFC
XANPAGTX0501_000662-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000666-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000670-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000676-T1	mTOR signaling pathway	0.00122245073779938	0.00333956099465244	0.260996388401075	0.0807141405535234	7.10601911406653	0.0297096573336261	0.00118152211706981	0.0118809840696351	0.0446465326070668	0.0446465326070668	low_logFC
XANPAGTX0501_000676-T2	mTOR signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000678-T1	Ribosomal genes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000683-T1	Protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000684-T1	Transporters	4.16146356807025e-09	3.16961954207271e-08	-1.10994691990772	0.188842144322691	6.52571433675799	0.551412694094227	0.00200853471372269	0.248850655505864	0.0629072224054062	0.248850655505864	lichen
XANPAGTX0501_000685-T1	Defense	1.14909843701902e-14	1.71285075746258e-13	-1.44036229517629	0.186537608310287	5.96877889015526	0.757247769582201	0.00327117072014895	0.241502656179192	0.095087540725472	0.241502656179192	lichen
XANPAGTX0501_000692-T1	Cell division, proliferation and growth	1.59751284308445e-09	1.30156860766345e-08	-0.940113025525712	0.15579743714812	7.16292891835055	0.386690345699042	0.00098529447793703	0.16976159000731	0.0437528604030661	0.16976159000731	low_logFC
XANPAGTX0501_000693-T1	RNA binding proteins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000704-T1	Transporters	2.25118245174261e-19	5.47032409772465e-18	-1.5748318368302	0.174975639302462	8.33475037217046	0.83075737048269	0.000335943270259803	0.215035117669682	0.0506945581640701	0.215035117669682	lichen
XANPAGTX0501_000731-T1	Cell surface and cell wall proteins	0.000530108057565078	0.00157697561726767	-1.21882941898415	0.351748166626388	3.11676345395866	0.636949782642404	0.142667845885173	0.130834085633421	0.727686003628796	0.727686003628796	lichen
XANPAGTX0501_000731-T2	Cell surface and cell wall proteins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000740-T1	Cell surface and cell wall proteins	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000747-T1	Cell surface and cell wall proteins	4.02393588163345e-05	0.000153665089290026	-0.523308855335726	0.127446659273619	7.08893476094598	0.178978277998228	0.000847109198657823	0.113411538933798	0.0449342275429985	0.113411538933798	low_logFC
XANPAGTX0501_000749-T1	mTOR signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000752-T1	Ribosomal genes	0.00552841435206183	0.0126531412571407	0.277715445211819	0.100095144532446	8.46339137966624	0.0873381012978944	0.000217683891236921	0.0702610658891126	0.0534295879200017	0.0702610658891126	low_logFC
XANPAGTX0501_000758-T1	Cell wall remodeling	1.75849894654211e-28	8.56496964971498e-27	-1.9826623939697	0.179106003146542	9.21110233624492	1.20517826114076	0.000157974830865362	0.225500918758044	0.0782053531732599	0.225500918758044	lichen
XANPAGTX0501_000760-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000763-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000771-T1	Cell division, proliferation and growth	0.0109820644304182	0.0232075785917781	-0.222391629611362	0.0874432194287728	6.79039349040047	0.0249601570888148	0.001032715684392	0.0119662728522535	0.0527551667745727	0.0527551667745727	low_logFC
XANPAGTX0501_000777-T1	Lipid metabolism	0.00129569042542141	0.00351714548381931	0.35996772614475	0.11189781482077	6.11322536718129	0.072585470899336	0.00231475158763721	0.0391996067030821	0.0857648579357873	0.0857648579357873	low_logFC
XANPAGTX0501_000784-T1	mTOR signaling pathway	0.000545570701625282	0.00161950351284383	-0.309143445839521	0.0894170011098007	7.77573363054885	0.0782449216543276	0.000386198744686725	0.055857305318896	0.0424656340455559	0.055857305318896	low_logFC
XANPAGTX0501_000786-T1	Transcription factors	3.36794387268573e-05	0.00013036255387304	-0.344287071919172	0.0830198611723508	8.2003504278517	0.0543111087300968	0.000280784508499628	0.0251595326806963	0.0482029623608654	0.0482029623608654	low_logFC
XANPAGTX0501_000788-T1	Transporters	0.0202390549601859	0.0396462701239838	-0.179663982611994	0.0773784561514416	7.6604210732671	0.0430210182132106	0.000485790881261283	0.0357187057636102	0.0416326504008641	0.0416326504008641	low_logFC
XANPAGTX0501_000789-T1	Transporters	0.000850577875087361	0.00241207030205443	-0.444815930613355	0.133346554943197	6.97912826024219	0.170324024799781	0.00212332349227099	0.122958950918236	0.0470725409030519	0.122958950918236	low_logFC
XANPAGTX0501_000789-T2	Transporters	0.000170655761369025	0.000565204959738449	0.602016038127723	0.160157111608355	5.33167014947613	0.180769814835167	0.0265683752262956	0.0664721539855866	0.15386822068202	0.15386822068202	low_logFC
XANPAGTX0501_000792-T1	Transporters	1.45461650532878e-07	8.76004137292629e-07	-0.986439853177758	0.187599812885621	6.49313869233383	0.483191889793768	0.00175611305213824	0.245813291021066	0.064430080444881	0.245813291021066	low_logFC
XANPAGTX0501_000794-T1	Acetyl-CoA production and metabolism	4.09561753097279e-19	9.65644005975644e-18	1.27944244259751	0.143204797231922	8.09992080916961	0.550367515120144	0.00038956986356347	0.143870886889821	0.0465651085565975	0.143870886889821	culture
XANPAGTX0501_000816-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000816-T2	Cell division, proliferation and growth	4.44308063848365e-06	2.07312649119164e-05	0.39052289834164	0.0850905024462178	7.08827124218427	0.0874282602798322	0.00271987832984597	0.0482125456610561	0.0449455676965488	0.0482125456610561	low_logFC
XANPAGTX0501_000822-T1	Transcription factors	0.000112240684929352	0.000386970756330474	0.322843256009825	0.0835843968299078	6.93749010228509	0.0620133018529106	0.00101922917400469	0.0361357343541616	0.0481261392486704	0.0481261392486704	low_logFC
XANPAGTX0501_000825-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000826-T1	Protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000830-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000832-T1	Transporters	4.95834000081166e-26	2.01636151123908e-24	1.50544389430827	0.142665380902569	6.38640164130983	0.707443714703601	0.00220682134858854	0.140968896763387	0.0698868133875157	0.140968896763387	culture
XANPAGTX0501_000836-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000836-T2	Cell division, proliferation and growth	3.76913473060248e-08	2.49292681258729e-07	-1.08509010010465	0.197241018948012	5.60510173515921	0.559700895176016	0.119652600972136	0.154017053833127	0.124383006648899	0.154017053833127	lichen
XANPAGTX0501_000836-T3	Cell division, proliferation and growth	9.28611747010984e-06	4.04155703996795e-05	-2.45388546097516	0.553529430485733	3.51566572706144	3.59115728135337	0.725357668721534	1.42997148315527	0.590496575055912	1.42997148315527	lichen
XANPAGTX0501_000837-T1	RNA binding proteins	8.24998299273036e-09	5.99189412258146e-08	-0.704805513105069	0.122292649284371	6.54683999338586	0.226246324903781	0.00152807392337217	0.103676077182627	0.0619596036903197	0.103676077182627	low_logFC
XANPAGTX0501_000854-T1	MAPK signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000855-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000856-T1	RNA binding proteins	2.18316591863076e-11	2.28286794033848e-10	-0.695399562758613	0.103896158277066	6.4498173798128	0.194711887012541	0.00171256292644218	0.0742205400999569	0.0665638409824878	0.0742205400999569	low_logFC
XANPAGTX0501_000860-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000867-T1	Ribosomal genes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000871-T1	Transporters	6.0575678450668e-05	0.000222819777805455	0.317730261290583	0.0792234751269711	7.19101239222301	0.0448736305748689	0.000798592473810988	0.019435218717859	0.0433523467773455	0.0433523467773455	low_logFC
XANPAGTX0501_000887-T1	Acetyl-CoA production and metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000903-T1	Acetyl-CoA production and metabolism	2.50381910444302e-05	9.9352941694268e-05	0.393245164879804	0.0933086607287296	6.7115038882874	0.097909304121737	0.00127862732070001	0.05996714019881	0.0555881937095018	0.05996714019881	low_logFC
XANPAGTX0501_000906-T1	Transporters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000908-T1	Transcription factors	3.2057930685207e-27	1.4240132810369e-25	-2.58087173899366	0.238825278223594	6.70919117678653	2.06032759460604	0.00293860701516797	0.398290798425857	0.0556725572959431	0.398290798425857	lichen
XANPAGTX0501_000920-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000926-T1	Acetyl-CoA production and metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000930-T1	Transporters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000936-T1	Transcription factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000940-T1	Transporters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000979-T1	Protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000984-T1	Transcription factors	6.36591657900935e-06	2.86905452962252e-05	-3.16445126654639	0.701052626752301	1.16187597569138	5.84956710510623	0.0699227477831339	3.38734815694671	1.38053437759326	3.38734815694671	lichen
XANPAGTX0501_000988-T1	Cell division, proliferation and growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
