target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO.Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes	ProtID	CAZyme_new	COG_new	EggNog_new	GO.Terms_new	InterPro_new	PFAM_new	Protease_new	Secreted_new	KO
XANPAGTX0501_002654-T1	1.59028171265995e-06	8.0163769492005e-06	-1.01403507924611	0.211277428024277	4.69925924893615	0.561124921093453	0.0120638820615087	0.301942425693006	0.259195834113589	0.301942425693006	lichen	XANPAGTX0501_002654	mRNA	Xp_GTX0501_4	545325	546757	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_002654_T1_XANPAGTX0501_002654	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_009581-T1	0.000559864346495639	0.00165971531442447	-1.014510509513	0.29403135855816	3.58269223513678	0.564389296069145	0.0397951373488605	0.277345178526022	0.568367128939888	0.568367128939888	lichen	XANPAGTX0501_009581	mRNA	Xp_GTX0501_22	262039	262527	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009581_T1_XANPAGTX0501_009581	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_006730-T1	7.87380418816406e-05	0.000282698336597355	-1.01465049290906	0.256990064605858	3.98653273548932	0.441401356887143	0.0222448336749748	0.167278429095392	0.442339795099131	0.442339795099131	lichen	XANPAGTX0501_006730	mRNA	Xp_GTX0501_10	1156987	1157693	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006730_T1_XANPAGTX0501_006730	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_002251-T1	6.32868132687973e-11	6.21946956946897e-10	-1.01474894846463	0.155261019013294	5.5338334113058	0.422213925376367	0.00464935222609651	0.164923776777679	0.131337050290524	0.164923776777679	lichen	XANPAGTX0501_002251	mRNA	Xp_GTX0501_3	1460825	1461985	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_002251_T1_XANPAGTX0501_002251	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_000194-T1	0.000507701556169192	0.0015184556372903	-1.01766379627316	0.29271307853896	6.10756132070422	0.841380703622459	0.00295091934557155	0.599770220480019	0.0861100334450136	0.599770220480019	lichen	XANPAGTX0501_000194	mRNA	Xp_GTX0501_1	468158	469240	+	NA	hypothetical protein	NA	3.2.1.1	NA	NA	IPR006047 Glycosyl hydrolase, family 13, catalytic domain;IPR013780 Glycosyl hydrolase, all-beta;IPR017853 Glycoside hydrolase superfamily	ENOG503NV4Y	G:(G) Carbohydrate transport and metabolism	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	NA	NA	GH13	NA	NA	XANPAGTX0501_000194_T1_XANPAGTX0501_000194	GH13	G:(G) Carbohydrate transport and metabolism	ENOG503NV4Y	GO_function: GO:0003824 - catalytic activity [Evidence IEA], GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA]	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR013780 Glycosyl hydrolase, all-beta, IPR017853 Glycoside hydrolase superfamily	NA	NA	NA	K01176
XANPAGTX0501_008027-T1	3.19921433585273e-08	2.14148735380618e-07	-1.01799649591135	0.184080521973416	6.29194472192186	0.490210268280663	0.00210954653098092	0.236258393754574	0.075186133714062	0.236258393754574	lichen	XANPAGTX0501_008027	mRNA	Xp_GTX0501_14	184477	186449	-	NA	hypothetical protein	NA	1.11.2.1	NA	PF01328	IPR000028 Chloroperoxidase;IPR036851 Chloroperoxidase-like superfamily	ENOG503NZ6V	S:(S) Function unknown	GO_function: GO:0004601 - peroxidase activity [Evidence IEA]	SignalP(1-18,cutsite=VTA-FP,prob=0.7778)	NA	NA	NA	NA	NA	XANPAGTX0501_008027_T1_XANPAGTX0501_008027	NA	S:(S) Function unknown	ENOG503NZ6V	GO_function: GO:0004601 - peroxidase activity [Evidence IEA]	IPR000028 Chloroperoxidase, IPR036851 Chloroperoxidase-like superfamily	PF01328	NA	SignalP(1-18,cutsite=VTA-FP,prob=0.7778)	
XANPAGTX0501_000342-T2	0.00577947158343251	0.0131521869484758	-1.01833018365208	0.368955190032425	3.41788295324128	1.18391614394382	0.271898974042342	0.685690618350075	0.623310658066531	0.685690618350075	lichen	XANPAGTX0501_000342	mRNA	Xp_GTX0501_1	984280	987937	+	UGA4	GABA-specific high-affinity permease, variant 2	NA	NA	NA	PF13520	IPR002293 Amino acid/polyamine transporter I	ENOG503NU3Y	E:(E) Amino acid transport and metabolism	GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000342_T2_XANPAGTX0501_000342	NA	E:(E) Amino acid transport and metabolism	ENOG503NU3Y	GO_component: GO:0016020 - membrane [Evidence IEA], GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA], GO_process: GO:0055085 - transmembrane transport [Evidence IEA]	IPR002293 Amino acid/polyamine transporter I	PF13520	NA	NA	
XANPAGTX0501_009914-T1	0.000180885642681823	0.000594476194726738	-1.01883860272532	0.27210270530976	5.94816422379733	0.763017511619532	0.00381003478721302	0.517022240258498	0.0965116946434744	0.517022240258498	lichen	XANPAGTX0501_009914	mRNA	Xp_GTX0501_26	106036	106934	-	NA	hypothetical protein	NA	NA	NA	NA	NA	ENOG503PEB6	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009914_T1_XANPAGTX0501_009914	NA	J:(J) Translation, ribosomal structure and biogenesis, S:(S) Function unknown	ENOG503P3D5, ENOG503P53R, ENOG503P672, ENOG503PACP, ENOG503PAGX, ENOG503PEB6, ENOG503PEZW, ENOG503PU88	NA	IPR036259 MFS transporter superfamily	NA	NA	NA	
XANPAGTX0501_009311-T1	1.1948335663655e-10	1.12828458796674e-09	-1.01926440916383	0.158271178649794	7.0425826207933	0.430923273374721	0.00100382062845267	0.175208326344091	0.0457541842803632	0.175208326344091	lichen	XANPAGTX0501_009311	mRNA	Xp_GTX0501_20	229433	231897	-	NA	hypothetical protein	NA	NA	NA	PF05730	IPR008427 Extracellular membrane protein, CFEM domain	NA	NA	NA	SignalP(1-18,cutsite=VLA-QD,prob=0.9503)	NA	NA	NA	NA	NA	XANPAGTX0501_009311_T1_XANPAGTX0501_009311	NA	NA	NA	NA	IPR008427 Extracellular membrane protein, CFEM domain	PF05730	NA	SignalP(1-18,cutsite=VLA-QD,prob=0.9503), SignalP(1-19,cutsite=TRA-VN,prob=0.9088), SignalP(1-20,cutsite=ASC-QV,prob=0.5969), SignalP(1-22,cutsite=AQA-SV,prob=0.4201), SignalP(1-23,cutsite=SLG-NP,prob=0.4310)	
XANPAGTX0501_008683-T1	3.98854922637412e-10	3.5014102101885e-09	-1.02129447248152	0.163290195496032	5.13315924071484	0.390743124650455	0.00662420253303758	0.126840379476954	0.180941050598237	0.180941050598237	lichen	XANPAGTX0501_008683	mRNA	Xp_GTX0501_16	478198	478879	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-21,cutsite=VVS-SP,prob=0.3357)	NA	NA	NA	NA	NA	XANPAGTX0501_008683_T1_XANPAGTX0501_008683	NA	NA	NA	NA	NA	NA	NA	SignalP(1-21,cutsite=VVS-SP,prob=0.3357), SignalP(1-22,cutsite=ASA-IG,prob=0.4862), SignalP(1-22,cutsite=INA-RP,prob=0.5386), SignalP(1-22,cutsite=VNA-LS,prob=0.6290), SignalP(1-25,cutsite=LFA-KP,prob=0.4058)	
XANPAGTX0501_009627-T1	0.000263573042376268	0.000838713565219605	-1.02174124658893	0.280029022363235	4.9496355645956	0.794191600042453	0.0101892491200538	0.54142853317666	0.210756377272197	0.54142853317666	lichen	XANPAGTX0501_009627	mRNA	Xp_GTX0501_23	122227	122820	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009627_T1_XANPAGTX0501_009627	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_000319-T1	5.48296267742545e-11	5.43645540471514e-10	-1.02214670196641	0.155881720994929	7.2696583665977	0.427309623951877	0.000835426429934772	0.170096250529705	0.0423941152356614	0.170096250529705	lichen	XANPAGTX0501_000319	mRNA	Xp_GTX0501_1	911686	913759	-	GAD1	glutamate decarboxylase gad1	NA	4.1.1.15	NA	PF00282	IPR002129 Pyridoxal phosphate-dependent decarboxylase;IPR010107 Glutamate decarboxylase;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015424 Pyridoxal phosphate-dependent transferase	ENOG503NUJY	E:(E) Amino acid transport and metabolism	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004351 - glutamate decarboxylase activity [Evidence IEA];GO_function: GO:0016831 - carboxy-lyase activity [Evidence IEA];GO_function: GO:0030170 - pyridoxal phosphate binding [Evidence IEA];GO_process: GO:0006536 - glutamate metabolic process [Evidence IEA];GO_process: GO:0019752 - carboxylic acid metabolic process [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000319_T1_XANPAGTX0501_000319	NA	E:(E) Amino acid transport and metabolism	ENOG503NUJY	GO_function: GO:0003824 - catalytic activity [Evidence IEA], GO_function: GO:0004351 - glutamate decarboxylase activity [Evidence IEA], GO_function: GO:0016831 - carboxy-lyase activity [Evidence IEA], GO_function: GO:0030170 - pyridoxal phosphate binding [Evidence IEA], GO_process: GO:0006536 - glutamate metabolic process [Evidence IEA], GO_process: GO:0019752 - carboxylic acid metabolic process [Evidence IEA]	IPR002129 Pyridoxal phosphate-dependent decarboxylase, IPR010107 Glutamate decarboxylase, IPR015421 Pyridoxal phosphate-dependent transferase, major domain, IPR015424 Pyridoxal phosphate-dependent transferase	PF00282	NA	NA	K01580
XANPAGTX0501_007361-T1	0.000145657707738511	0.000490011767475361	-1.02669532871834	0.270299763364739	4.27772035545344	0.760421625497224	0.0199782601111457	0.493974852416677	0.36046410467915	0.493974852416677	lichen	XANPAGTX0501_007361	mRNA	Xp_GTX0501_12	259539	259922	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_2	NA	XANPAGTX0501_007361_T1_XANPAGTX0501_007361	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_007430-T1	3.78187874430296e-08	2.49837974155172e-07	-1.02758611567857	0.186808504057419	4.81215975453531	0.376591168246543	0.00925176376910982	0.106178186024729	0.23623351576147	0.23623351576147	lichen	XANPAGTX0501_007430	mRNA	Xp_GTX0501_12	423959	424519	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_007430_T1_XANPAGTX0501_007430	NA	S:(S) Function unknown	ENOG503NZB8, ENOG503P1ZC, ENOG503P39M, ENOG503P3MP, ENOG503PAGX, ENOG503PDZF, ENOG503PYGG	NA	NA	NA	NA	NA	
XANPAGTX0501_006875-T1	0.00704065776547717	0.0156216792179069	-1.02787836798951	0.38141401382103	2.57034191889946	0.449372110899861	0.0990121810168157	0.091737793972978	0.92434080476146	0.92434080476146	lichen	XANPAGTX0501_006875	mRNA	Xp_GTX0501_11	110377	110736	-	NA	hypothetical protein	NA	2.1.1.56	NA	NA	NA	ENOG50KOG1975	J:(J) Translation, ribosomal structure and biogenesis	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006875_T1_XANPAGTX0501_006875	NA	J:(J) Translation, ribosomal structure and biogenesis	ENOG50KOG1975	NA	NA	NA	NA	NA	
XANPAGTX0501_010385-T1	6.38160393312385e-23	2.07215531220293e-21	-1.02792451115225	0.104281795539438	6.30500854669404	0.302372091702783	0.00206436463044256	0.0362164311992282	0.0744334749457485	0.0744334749457485	lichen	XANPAGTX0501_010385	mRNA	Xp_GTX0501_34	84505	85755	-	NA	hypothetical protein	NA	NA	NA	PF01753	IPR002893 Zinc finger, MYND-type	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010385_T1_XANPAGTX0501_010385	NA	NA	NA	NA	IPR002893 Zinc finger, MYND-type	PF01753	NA	NA	
XANPAGTX0501_008438-T1	7.63144036140333e-16	1.27823748436477e-14	-1.02931225378649	0.127706741479666	6.61004474070129	0.376803836358606	0.00155187923368676	0.113173583219701	0.0593251160311432	0.113173583219701	lichen	XANPAGTX0501_008438	mRNA	Xp_GTX0501_15	472289	473865	-	NA	hypothetical protein	NA	NA	NA	NA	NA	ENOG503P55Q	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_008438_T1_XANPAGTX0501_008438	NA	NA	ENOG503P55Q	NA	NA	NA	NA	NA	
XANPAGTX0501_007067-T1	7.96446989420108e-05	0.000285584236923161	-1.02945834958722	0.260921819045274	6.59131296157971	0.728056347712761	0.00183762948296089	0.477071333047886	0.0600734692847551	0.477071333047886	lichen	XANPAGTX0501_007067	mRNA	Xp_GTX0501_11	591054	594101	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_007067_T1_XANPAGTX0501_007067	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_005568-T1	0.0050733819069185	0.0117423730880221	-1.02967223838118	0.367433386544832	2.70274625094214	0.746935298521978	0.0733339246117256	0.42503846239631	0.876372554138345	0.876372554138345	lichen	XANPAGTX0501_005568	mRNA	Xp_GTX0501_8	1219123	1219512	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_005568_T1_XANPAGTX0501_005568	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_002514-T1	0.00489140732521009	0.0113733413623237	-1.03031597205597	0.366126337036126	2.76543781055964	0.56167577775593	0.0892937324289277	0.216612176988687	0.853668092156731	0.853668092156731	lichen	XANPAGTX0501_002514	mRNA	Xp_GTX0501_4	178088	179191	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-17,cutsite=ALA-AP,prob=0.6709)	NA	NA	NA	NA	NA	XANPAGTX0501_002514_T1_XANPAGTX0501_002514	NA	NA	NA	NA	NA	NA	NA	SignalP(1-17,cutsite=ALA-AP,prob=0.6709)	
XANPAGTX0501_009701-T1	9.56729200687212e-07	5.02485400729388e-06	-1.03036150285129	0.210263442132888	5.4152317669656	0.566611038639463	0.00625873734808569	0.304740775752064	0.143992941994295	0.304740775752064	lichen	XANPAGTX0501_009701	mRNA	Xp_GTX0501_24	29192	29860	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_009701_T1_XANPAGTX0501_009701	NA	NA	ENOG503P41S	NA	NA	NA	NA	NA	
XANPAGTX0501_008529-T1	2.05618981653554e-07	1.21135214390595e-06	-1.0313063666253	0.198550193287692	6.89928163295623	0.534618594815234	0.0012298621115449	0.276084778162053	0.0492073808813326	0.276084778162053	lichen	XANPAGTX0501_008529	mRNA	Xp_GTX0501_16	92486	92785	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_008529_T1_XANPAGTX0501_008529	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_010681-T1	0.018207028908763	0.0361180878942146	-1.03419301322975	0.437961152347997	1.85806536067258	1.09556163981351	0.175079392284461	0.682400547755735	1.1742045414073	1.1742045414073	lichen	XANPAGTX0501_010681	mRNA	Xp_GTX0501_46	15295	16194	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010681_T1_XANPAGTX0501_010681	NA	NA	NA	NA	NA	NA	NA	SignalP(1-18,cutsite=ARA-LF,prob=0.7050), SignalP(1-19,cutsite=SLA-SP,prob=0.7603), SignalP(1-20,cutsite=VLA-SP,prob=0.8347), SignalP(1-21,cutsite=AIA-VP,prob=0.7580), SignalP(1-21,cutsite=SYA-LP,prob=0.8963), SignalP(1-22,cutsite=VAA-LP,prob=0.4035)	
XANPAGTX0501_004715-T1	8.00320979599281e-07	4.2585359264255e-06	-1.03499342699117	0.209712824126728	8.26889769565856	0.567445858897925	0.000316696002063613	0.309056117620504	0.0494291727414866	0.309056117620504	lichen	XANPAGTX0501_004715	mRNA	Xp_GTX0501_7	574525	576807	+	ERT1	Transcriptional regulator of nonfermentable carbon utilization	NA	NA	NA	NA	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	ENOG503NWT9	K:(K) Transcription	GO_component: GO:0005634 - nucleus [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_004715_T1_XANPAGTX0501_004715	NA	K:(K) Transcription	ENOG503NWT9	GO_component: GO:0005634 - nucleus [Evidence IEA], GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA], GO_function: GO:0008270 - zinc ion binding [Evidence IEA], GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain, IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	NA	NA	NA	
