Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.119	root (UID1)	5656	56	24	4.17	0.00	0.00	767953	0	190	190	3801	3801	4041	4041	15864	15864	70.3	1.98	89.06	11	922	55	1	0	0	0	0
bin.12	root (UID1)	5656	56	24	0.00	0.00	0.00	207006	0	21	21	18206	18206	9857	9857	27184	27184	62.4	0.93	87.34	11	240	56	0	0	0	0	0
bin.120	root (UID1)	5656	56	24	0.00	0.00	0.00	617761	0	179	179	3271	3271	3451	3451	10031	10031	61.3	0.94	79.56	4	867	56	0	0	0	0	0
bin.121	root (UID1)	5656	56	24	0.00	0.00	0.00	458940	0	13	13	47513	47513	35303	35303	93110	93110	50.9	0.88	53.98	11	912	56	0	0	0	0	0
bin.122	k__Bacteria (UID203)	5449	104	58	90.91	63.17	35.85	6312684	0	1043	1043	6936	6936	6052	6052	40514	40514	69.1	2.12	90.23	11	7073	18	40	44	1	1	0
bin.123	o__Actinomycetales (UID1593)	69	400	198	94.57	10.30	73.17	3389955	0	282	282	16740	16740	12021	12021	102475	102475	69.4	1.63	91.17	11	3410	48	311	41	0	0	0
bin.124	k__Bacteria (UID203)	5449	103	58	26.72	1.72	0.00	1536877	0	432	432	3521	3521	3557	3557	8010	8010	66.2	6.97	89.38	11	1781	84	17	2	0	0	0
bin.125	k__Bacteria (UID203)	5449	104	58	23.43	1.72	100.00	1686616	0	361	361	4625	4625	4672	4672	30125	30125	67.4	2.05	88.79	11	1900	87	16	1	0	0	0
bin.126	o__Sphingomonadales (UID3310)	26	569	293	64.80	3.81	35.29	2092801	0	432	432	4904	4904	4844	4844	33358	33358	68.3	1.66	90.90	11	2445	207	345	17	0	0	0
bin.127	root (UID1)	5656	56	24	0.00	0.00	0.00	349356	0	35	35	11624	11624	9981	9981	42361	42361	65.5	2.04	81.29	11	404	56	0	0	0	0	0
bin.128	root (UID1)	5656	56	24	0.00	0.00	0.00	283429	0	63	63	4531	4531	4498	4498	10459	10459	48.2	1.27	91.71	11	299	56	0	0	0	0	0
bin.129	o__Actinomycetales (UID1696)	455	315	190	81.64	3.07	33.33	8095539	0	1388	1388	6498	6498	5832	5832	28502	28502	71.1	3.10	90.16	11	8611	81	225	9	0	0	0
bin.13	k__Bacteria (UID203)	5449	104	58	10.34	0.00	0.00	401440	0	95	95	4266	4266	4225	4225	10313	10313	63.2	1.87	91.27	11	395	98	6	0	0	0	0
bin.130	root (UID1)	5656	56	24	0.00	0.00	0.00	543377	0	138	138	3889	3889	3937	3937	23238	23238	62.8	3.09	86.58	11	584	56	0	0	0	0	0
bin.131	k__Archaea (UID2)	207	149	107	21.78	3.41	12.50	9592371	0	1975	1975	5061	5061	4856	4856	23064	23064	52.0	1.89	87.23	4	11633	110	31	8	0	0	0
bin.132	p__Bacteroidetes (UID2591)	364	302	203	98.52	0.99	0.00	3711000	0	50	50	138955	138955	74220	74220	467717	467717	39.8	0.72	87.74	11	3364	3	296	3	0	0	0
bin.133	o__Burkholderiales (UID4000)	193	427	214	89.74	3.38	15.38	3497231	0	422	422	9910	9910	8287	8287	56051	56051	69.6	2.16	94.78	11	3597	53	361	13	0	0	0
bin.134	o__Rhizobiales (UID3654)	92	481	319	86.91	11.64	25.81	7102885	0	991	991	8783	8783	7167	7167	74940	74940	65.9	4.17	85.74	11	7461	89	336	53	3	0	0
bin.135	o__Actinomycetales (UID1663)	488	310	185	83.01	7.31	18.52	9374116	0	1093	1093	10614	10614	8576	8576	65509	65509	69.1	2.20	87.32	11	9461	65	218	27	0	0	0
bin.136	k__Bacteria (UID203)	5449	104	58	20.89	0.00	0.00	1438374	0	397	397	3383	3383	3623	3623	20579	20579	69.5	1.93	90.63	11	1762	80	24	0	0	0	0
bin.137	k__Bacteria (UID203)	5449	103	57	41.58	0.00	0.00	1849764	0	303	303	6946	6946	6104	6104	32220	32220	71.2	2.35	91.23	11	2058	73	30	0	0	0	0
bin.138	k__Bacteria (UID203)	5449	104	58	35.34	0.00	0.00	1496422	0	267	267	6120	6120	5604	5604	26787	26787	56.3	1.49	84.63	11	1534	79	25	0	0	0	0
bin.139	k__Bacteria (UID203)	5449	104	58	41.38	1.72	100.00	2739846	0	622	622	4383	4383	4404	4404	18363	18363	55.6	1.87	89.25	11	2843	78	25	1	0	0	0
bin.14	k__Bacteria (UID203)	5449	104	58	16.38	0.00	0.00	228596	0	51	51	4352	4352	4482	4482	12617	12617	64.1	1.75	89.85	11	293	93	11	0	0	0	0
bin.140	k__Bacteria (UID203)	5449	104	58	2.30	0.00	0.00	2579245	0	731	731	3315	3315	3528	3528	27018	27018	58.8	1.39	80.75	4	4224	102	2	0	0	0	0
bin.141	o__Actinomycetales (UID1697)	387	330	193	56.79	3.02	25.00	2702603	0	628	628	4404	4404	4303	4303	16512	16512	67.4	1.53	90.76	11	3039	140	182	8	0	0	0
bin.142	k__Bacteria (UID203)	5449	104	58	49.52	17.95	3.64	26349761	0	131	131	406952	406952	201143	201143	1986056	1986056	51.4	2.44	84.37	4	33806	43	34	13	14	0	0
bin.143	k__Bacteria (UID1452)	924	161	108	78.86	2.78	100.00	3598297	0	393	393	11348	11348	9155	9155	41780	41780	56.8	1.89	86.75	11	3290	47	111	3	0	0	0
bin.144	k__Bacteria (UID203)	5449	104	58	51.72	0.86	0.00	3352041	0	525	525	7142	7142	6384	6384	41261	41261	63.6	2.70	84.14	11	3355	69	34	1	0	0	0
bin.145	o__Actinomycetales (UID1815)	120	573	265	80.11	2.73	33.33	4810439	0	590	590	10271	10271	8153	8153	61573	61573	68.0	2.35	91.00	11	5152	134	427	12	0	0	0
bin.146	k__Bacteria (UID203)	5449	103	57	40.00	0.00	0.00	1660525	0	350	350	4931	4931	4744	4744	26869	26869	69.8	2.07	90.85	11	1872	73	30	0	0	0	0
bin.147	o__Actinomycetales (UID2012)	35	495	282	69.46	11.56	35.59	4135294	0	886	886	4856	4856	4667	4667	22616	22616	74.7	1.80	91.77	11	4751	160	278	56	1	0	0
bin.148	o__Actinomycetales (UID1697)	387	330	193	72.67	1.25	66.67	3106100	0	401	401	9060	9060	7745	7745	43402	43402	69.2	1.65	90.83	11	3206	100	224	6	0	0	0
bin.149	p__Bacteroidetes (UID2605)	350	316	210	97.20	1.67	0.00	4333077	0	126	126	65447	65447	34389	34389	201901	201901	43.0	5.43	89.54	11	4121	41	271	4	0	0	0
bin.15	k__Bacteria (UID203)	5449	103	57	15.76	0.00	0.00	766140	0	168	168	4536	4536	4560	4560	13364	13364	63.7	1.80	91.82	11	884	88	15	0	0	0	0
bin.150	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	434577	0	30	30	21791	21791	14485	14485	52505	52505	66.7	1.64	77.76	11	452	103	1	0	0	0	0
bin.151	k__Bacteria (UID2982)	88	230	148	75.47	0.00	0.00	1194509	0	7	7	204198	204198	170644	170644	334881	334881	44.9	1.39	86.66	11	1032	45	185	0	0	0	0
bin.152	c__Alphaproteobacteria (UID3422)	26	529	308	92.38	16.91	17.86	3752126	0	237	237	39616	39616	15831	15831	132037	132037	70.4	9.46	88.23	11	3555	78	377	69	5	0	0
bin.153	root (UID1)	5656	56	24	0.00	0.00	0.00	668316	0	95	95	7959	7959	7034	7034	28186	28186	52.6	1.34	84.79	11	743	56	0	0	0	0	0
bin.154	k__Bacteria (UID1453)	901	171	117	48.86	1.88	66.67	653339	0	76	76	11185	11185	8596	8596	42973	42973	54.7	1.60	90.28	11	763	77	91	3	0	0	0
bin.155	k__Bacteria (UID203)	5449	103	58	6.29	0.00	0.00	782590	0	145	145	5453	5453	5397	5397	35601	35601	58.0	10.13	79.70	4	824	93	10	0	0	0	0
bin.156	root (UID1)	5656	56	24	0.00	0.00	0.00	292553	0	61	61	5360	5360	4795	4795	10878	10878	53.6	1.22	89.06	11	329	56	0	0	0	0	0
bin.157	k__Bacteria (UID203)	5449	104	58	13.02	1.72	0.00	4215411	0	1188	1188	3350	3350	3548	3548	28337	28337	49.9	6.02	72.54	4	6159	85	18	1	0	0	0
bin.158	k__Bacteria (UID203)	5449	104	58	81.47	166.18	57.21	14446162	0	2303	2303	7155	7155	6272	6272	50539	50539	56.6	2.21	88.60	11	13815	40	13	15	19	11	6
bin.159	k__Bacteria (UID203)	5449	104	58	20.69	1.72	0.00	2571530	0	517	517	5315	5315	4973	4973	20400	20400	61.4	3.05	86.49	11	2586	90	13	1	0	0	0
bin.16	k__Bacteria (UID203)	5449	104	58	31.52	5.17	100.00	2777202	0	526	526	5611	5611	5279	5279	36326	36326	71.1	1.94	88.51	11	3036	78	22	4	0	0	0
bin.160	k__Bacteria (UID203)	5449	104	58	63.43	9.48	57.14	3861937	0	750	750	5450	5450	5149	5149	30882	30882	66.9	1.86	89.78	11	4438	57	42	4	1	0	0
bin.161	k__Bacteria (UID203)	5449	104	58	78.70	57.46	86.79	3822476	0	777	777	5063	5063	4919	4919	22491	22491	64.2	1.65	91.37	11	4544	31	24	47	2	0	0
bin.162	k__Bacteria (UID2565)	2921	143	88	16.44	0.00	0.00	1886496	0	531	531	3479	3479	3552	3552	11376	11376	72.7	2.36	90.52	11	2167	114	29	0	0	0	0
bin.163	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	243332	0	13	13	26990	26990	18717	18717	56152	56152	70.6	1.24	90.46	11	228	101	3	0	0	0	0
bin.164	root (UID1)	5656	56	24	0.00	0.00	0.00	266563	0	64	64	4300	4300	4165	4165	18697	18697	68.2	2.53	90.25	11	277	56	0	0	0	0	0
bin.165	o__Actinomycetales (UID1697)	387	330	193	91.15	3.16	61.54	3841874	0	340	340	16737	16737	11299	11299	111380	111380	72.4	1.55	91.95	11	4060	28	291	10	1	0	0
bin.166	o__Actinomycetales (UID1697)	387	330	193	86.02	1.90	25.00	3208262	0	325	325	13912	13912	9871	9871	45095	45095	73.1	1.47	93.21	11	3310	54	268	8	0	0	0
bin.167	k__Bacteria (UID3187)	2258	188	117	91.45	2.62	20.00	4344595	0	95	95	76424	76424	45732	45732	308860	308860	62.1	1.25	89.20	11	3954	11	172	5	0	0	0
bin.168	root (UID1)	5656	56	24	0.00	0.00	0.00	245450	0	56	56	4238	4238	4383	4383	13434	13434	69.7	1.98	90.88	11	300	56	0	0	0	0	0
bin.169	k__Bacteria (UID203)	5449	103	57	1.75	0.00	0.00	355997	0	99	99	3479	3479	3595	3595	10234	10234	70.8	2.02	85.63	11	480	102	1	0	0	0	0
bin.17	root (UID1)	5656	56	24	0.00	0.00	0.00	294810	0	86	86	3426	3426	3428	3428	7129	7129	70.8	1.20	86.47	11	364	56	0	0	0	0	0
bin.170	o__Rhodospirillales (UID3754)	63	336	201	69.77	1.99	100.00	4491442	0	587	587	9323	9323	7651	7651	72895	72895	65.0	3.02	89.95	11	4800	125	206	5	0	0	0
bin.171	k__Archaea (UID2)	207	149	107	3.49	0.00	0.00	793919	0	203	203	3780	3780	3910	3910	16681	16681	58.1	9.08	77.43	11	757	142	7	0	0	0	0
bin.172	o__Actinomycetales (UID1696)	455	315	190	90.48	3.95	53.85	4784074	0	341	341	24155	24155	14029	14029	87497	87497	70.0	2.02	89.02	11	4955	43	259	13	0	0	0
bin.173	k__Bacteria (UID203)	5449	103	57	50.00	0.00	0.00	534615	0	113	113	4970	4970	4731	4731	15795	15795	35.5	1.45	88.94	11	606	71	32	0	0	0	0
bin.174	o__Actinomycetales (UID1593)	69	400	198	54.86	2.88	46.15	2636992	0	547	547	5016	5016	4820	4820	36754	36754	64.4	9.52	85.09	11	2807	175	212	13	0	0	0
bin.175	o__Actinomycetales (UID1590)	562	286	170	90.00	0.59	0.00	5501360	0	148	148	61471	61471	37171	37171	155107	155107	71.6	1.39	90.89	11	5009	31	254	1	0	0	0
bin.176	p__Actinobacteria (UID1454)	732	200	117	60.97	3.85	37.50	3322443	0	712	712	4870	4870	4666	4666	21000	21000	73.4	1.97	93.08	11	3899	84	108	8	0	0	0
bin.177	k__Bacteria (UID203)	5449	104	58	5.49	0.00	0.00	925938	0	119	119	11243	11243	7780	7780	61264	61264	61.6	7.95	75.21	11	1009	97	7	0	0	0	0
bin.178	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	527716	0	100	100	5370	5370	5277	5277	23244	23244	56.7	1.31	91.84	11	507	100	4	0	0	0	0
bin.179	root (UID1)	5656	56	24	0.00	0.00	0.00	267630	0	65	65	4010	4010	4117	4117	15383	15383	64.9	2.73	88.17	11	272	56	0	0	0	0	0
bin.18	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	207122	0	14	14	27384	27384	14794	14794	30442	30442	68.3	0.58	86.17	11	218	101	3	0	0	0	0
bin.180	p__Bacteroidetes (UID2591)	364	303	203	72.73	1.69	57.14	3390564	0	564	564	6676	6676	6011	6011	47312	47312	41.8	2.43	86.52	11	3427	78	218	7	0	0	0
bin.181	root (UID1)	5656	56	24	12.50	0.00	0.00	1170892	0	307	307	3661	3661	3813	3813	13706	13706	66.3	1.46	90.43	11	1314	53	3	0	0	0	0
bin.182	o__Rhodospirillales (UID3754)	63	336	201	90.15	2.28	83.33	4678260	0	520	520	11730	11730	8996	8996	48908	48908	73.7	1.85	91.82	11	5024	56	274	6	0	0	0
bin.183	k__Bacteria (UID203)	5449	104	58	16.09	0.00	0.00	774018	0	177	177	4327	4327	4372	4372	16062	16062	64.9	1.54	90.87	11	789	93	11	0	0	0	0
bin.184	o__Rhizobiales (UID3654)	92	481	319	84.15	39.64	57.54	8592710	0	1830	1830	4851	4851	4695	4695	61537	61537	67.7	4.93	83.88	11	9901	94	232	146	7	2	0
bin.185	k__Bacteria (UID203)	5449	104	58	56.82	6.90	25.00	3276067	0	481	481	8337	8337	6810	6810	41322	41322	72.6	1.85	88.72	11	3444	66	34	4	0	0	0
bin.186	o__Actinomycetales (UID1593)	69	400	198	94.13	2.53	16.67	2942398	0	211	211	21389	21389	13945	13945	94137	94137	66.5	1.86	92.34	11	2965	23	371	6	0	0	0
bin.187	k__Bacteria (UID203)	5449	104	58	55.52	3.45	50.00	2786711	0	550	550	5425	5425	5066	5066	14590	14590	58.6	2.01	90.09	11	2812	63	39	2	0	0	0
bin.188	root (UID1)	5656	56	24	4.17	0.00	0.00	2288392	0	419	419	5781	5781	5461	5461	60441	60441	63.7	8.27	79.45	11	2584	55	1	0	0	0	0
bin.189	k__Bacteria (UID203)	5449	104	58	61.21	0.00	0.00	2466193	0	380	380	7688	7688	6489	6489	29168	29168	42.0	1.93	88.35	11	2590	63	41	0	0	0	0
bin.19	root (UID1)	5656	56	24	0.00	0.00	0.00	223065	0	5	5	61797	61797	44613	44613	70903	70903	48.1	0.51	57.80	11	309	56	0	0	0	0	0
bin.190	k__Bacteria (UID1452)	924	161	108	30.51	0.00	0.00	1447181	0	334	334	4530	4530	4332	4332	13554	13554	66.8	1.87	91.65	11	1736	110	51	0	0	0	0
bin.191	o__Actinomycetales (UID1815)	120	573	265	69.84	6.37	16.67	6891321	0	1363	1363	5359	5359	5055	5055	111674	111674	66.3	1.97	89.63	11	8076	189	346	36	2	0	0
bin.192	root (UID1)	5656	56	24	0.00	0.00	0.00	423718	0	92	92	4575	4575	4605	4605	9932	9932	48.8	0.98	91.96	11	425	56	0	0	0	0	0
bin.193	root (UID1)	5656	56	24	0.00	0.00	0.00	346934	0	80	80	4281	4281	4336	4336	9908	9908	64.1	1.66	88.08	11	482	56	0	0	0	0	0
bin.194	k__Bacteria (UID203)	5449	104	58	32.76	0.00	0.00	2212784	0	475	475	4915	4915	4658	4658	27885	27885	70.5	3.97	86.99	11	2433	83	21	0	0	0	0
bin.195	k__Archaea (UID2)	207	149	107	42.31	22.92	1.52	56966617	0	5308	5308	14713	14713	10732	10732	113422	113422	50.2	1.79	62.96	11	122776	78	44	15	10	1	1
bin.196	k__Bacteria (UID203)	5449	104	58	10.47	0.00	0.00	224290	0	8	8	42464	42464	28036	28036	67303	67303	68.8	1.05	90.72	11	245	90	14	0	0	0	0
bin.197	root (UID1)	5656	56	24	0.00	0.00	0.00	795518	0	184	184	3988	3988	4323	4323	30291	30291	77.1	1.63	92.87	11	875	56	0	0	0	0	0
bin.198	k__Bacteria (UID203)	5449	104	58	46.36	2.98	100.00	1906595	0	407	407	4715	4715	4684	4684	23479	23479	65.1	2.02	85.52	11	2242	48	38	17	1	0	0
bin.199	p__Bacteroidetes (UID2591)	364	302	203	89.40	2.44	55.56	3711034	0	247	247	19722	19722	15024	15024	91129	91129	48.5	1.56	86.42	11	3444	36	257	9	0	0	0
bin.2	k__Archaea (UID2)	207	149	107	50.43	15.96	0.00	45854437	0	9419	9419	5073	5073	4868	4868	31598	31598	36.6	3.04	43.86	11	58696	70	58	16	5	0	0
bin.20	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	1862678	0	362	362	5227	5227	5145	5145	53178	53178	62.0	7.37	79.83	11	2100	93	11	0	0	0	0
bin.200	o__Sphingomonadales (UID3310)	26	569	293	81.15	7.54	60.61	2777201	0	453	453	6825	6825	6130	6130	31631	31631	69.2	1.94	91.80	11	3137	121	417	30	1	0	0
bin.201	k__Bacteria (UID203)	5449	104	58	96.53	76.00	57.69	11906082	0	737	737	39003	39003	16154	16154	316069	316069	65.6	8.02	84.70	11	11864	15	30	51	7	1	0
bin.202	root (UID1)	5656	56	24	4.17	0.00	0.00	331426	0	85	85	3955	3955	3899	3899	7615	7615	55.9	1.13	93.61	11	397	55	1	0	0	0	0
bin.203	o__Rhizobiales (UID3450)	238	513	244	90.94	5.07	8.00	3990044	0	490	490	10002	10002	8142	8142	46567	46567	64.5	1.67	88.53	11	4245	42	446	25	0	0	0
bin.204	o__Sphingomonadales (UID3310)	26	569	293	91.45	5.94	12.20	3094414	0	314	314	14394	14394	9854	9854	59817	59817	66.8	2.11	89.69	11	3226	46	486	35	2	0	0
bin.205	root (UID1)	5656	56	24	0.00	0.00	0.00	678020	0	87	87	10751	10751	7793	7793	26006	26006	68.1	1.43	82.36	11	834	56	0	0	0	0	0
bin.206	k__Bacteria (UID203)	5449	104	58	23.79	0.00	0.00	990922	0	271	271	3622	3622	3656	3656	9535	9535	72.8	2.10	90.82	11	1160	84	20	0	0	0	0
bin.207	o__Rhodospirillales (UID3754)	63	336	201	47.11	5.84	6.25	4043152	0	676	676	6468	6468	5980	5980	62107	62107	64.0	6.89	87.35	11	4307	181	139	16	0	0	0
bin.208	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	898614	0	241	241	3745	3745	3728	3728	8681	8681	71.2	2.59	90.65	11	1089	98	6	0	0	0	0
bin.209	k__Bacteria (UID3187)	2258	187	116	88.85	2.80	100.00	3337926	0	407	407	9976	9976	8201	8201	38570	38570	61.8	1.74	89.79	11	3207	27	155	5	0	0	0
bin.21	k__Bacteria (UID203)	5449	104	58	27.59	0.00	0.00	2446189	0	550	550	4585	4585	4447	4447	19045	19045	73.7	1.68	91.11	11	2793	86	18	0	0	0	0
bin.210	k__Bacteria (UID3187)	2258	188	117	88.31	8.83	23.08	4854971	0	83	83	109745	109745	58493	58493	276661	276661	50.3	1.64	88.39	11	4474	27	148	13	0	0	0
bin.211	o__Actinomycetales (UID1696)	455	315	190	89.58	2.89	0.00	8266996	0	350	350	38147	38147	23619	23619	159990	159990	72.5	1.54	90.72	11	7797	60	248	7	0	0	0
bin.212	o__Sphingomonadales (UID3310)	26	569	293	86.04	4.30	38.89	3015836	0	76	76	69903	69903	39682	39682	218896	218896	68.8	1.53	91.50	11	2984	104	447	18	0	0	0
bin.213	k__Bacteria (UID203)	5449	104	58	90.91	13.79	49.06	3348947	0	213	213	21492	21492	15722	15722	87236	87236	71.2	2.10	90.35	11	3422	8	65	20	11	0	0
bin.214	k__Bacteria (UID3187)	2258	187	116	69.25	5.17	85.71	2811385	0	340	340	10367	10367	8268	8268	39222	39222	62.7	1.83	90.94	11	2598	80	100	7	0	0	0
bin.215	k__Bacteria (UID203)	5449	104	58	42.87	6.90	0.00	1943938	0	416	416	4879	4879	4672	4672	15330	15330	54.1	1.64	90.28	11	2069	71	29	4	0	0	0
bin.216	o__Rhodospirillales (UID3754)	63	336	201	94.22	0.36	25.00	5270954	0	464	464	16147	16147	11359	11359	57388	57388	64.0	2.01	89.23	11	5254	17	315	4	0	0	0
bin.217	p__Bacteroidetes (UID2605)	350	316	210	87.22	1.07	80.00	3234968	0	255	255	17225	17225	12686	12686	72285	72285	46.1	1.83	88.61	11	3144	61	250	5	0	0	0
bin.218	k__Bacteria (UID1452)	924	158	106	35.05	0.00	0.00	1900688	0	483	483	3989	3989	3935	3935	9067	9067	67.9	1.70	83.60	11	1985	99	59	0	0	0	0
bin.219	root (UID1)	5656	56	24	4.17	0.00	0.00	577502	0	139	139	4007	4007	4154	4154	10859	10859	64.0	2.84	88.18	11	621	55	1	0	0	0	0
bin.22	root (UID1)	5656	56	24	0.00	0.00	0.00	241559	0	14	14	24994	24994	17254	17254	41274	41274	70.6	1.23	82.61	11	256	56	0	0	0	0	0
bin.220	k__Bacteria (UID203)	5449	104	58	39.31	1.72	0.00	2082306	0	471	471	4481	4481	4421	4421	15656	15656	75.7	1.83	90.71	11	2359	76	27	1	0	0	0
bin.221	o__Cytophagales (UID2936)	47	454	336	88.72	4.32	50.00	5280736	0	404	404	16669	16669	13071	13071	65173	65173	51.0	1.84	89.09	11	4998	70	370	13	1	0	0
bin.222	k__Bacteria (UID1452)	924	161	108	75.02	0.46	100.00	3200235	0	462	462	8018	8018	6926	6926	92690	92690	55.5	1.53	86.10	11	3043	41	119	1	0	0	0
bin.223	o__Actinomycetales (UID1802)	274	387	213	90.75	5.24	26.32	4927861	0	404	404	18734	18734	12197	12197	100819	100819	72.0	1.69	88.73	11	4676	37	331	19	0	0	0
bin.224	o__Cytophagales (UID2936)	47	454	336	92.87	9.13	79.55	6021913	0	340	340	23859	23859	17711	17711	115354	115354	54.1	1.93	90.21	11	5565	32	378	44	0	0	0
bin.225	root (UID1)	5656	56	24	0.00	0.00	0.00	402706	0	58	58	9246	9246	6943	6943	26945	26945	66.7	1.91	82.80	11	486	56	0	0	0	0	0
bin.226	k__Bacteria (UID1452)	924	161	108	89.93	2.04	33.33	3996583	0	190	190	32491	32491	21034	21034	177361	177361	58.4	1.74	84.96	11	3481	21	137	3	0	0	0
bin.227	k__Bacteria (UID203)	5449	104	58	10.34	0.00	0.00	1526613	0	309	309	5125	5125	4940	4940	32309	32309	69.2	2.27	86.15	11	1814	96	8	0	0	0	0
bin.228	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	255078	0	40	40	6576	6576	6376	6376	22888	22888	52.7	1.24	86.21	11	267	89	15	0	0	0	0
bin.229	k__Archaea (UID2)	207	149	107	1.37	0.00	0.00	564192	0	19	19	57509	57509	29694	29694	82086	82086	40.9	1.04	54.54	11	798	142	7	0	0	0	0
bin.23	k__Bacteria (UID1452)	924	161	108	46.24	0.00	0.00	2245215	0	409	409	5940	5940	5489	5489	22327	22327	62.1	2.14	90.85	11	2552	86	75	0	0	0	0
