genome,location,length
bin.224.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.224.fa,6021913
bin.226.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.226.fa,3996583
bin.233.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.233.fa,4503486
bin.234.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.234.fa,4519088
bin.238.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.238.fa,2328528
bin.24.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.24.fa,2776101
bin.246.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.246.fa,3424011
bin.251.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.251.fa,2770975
bin.256.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.256.fa,5116175
bin.257.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.257.fa,8342422
bin.264.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.264.fa,3840980
bin.265.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.265.fa,2033586
bin.266.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.266.fa,1943417
bin.271.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.271.fa,3537904
bin.273.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.273.fa,6156165
bin.274.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.274.fa,3193273
bin.275.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.275.fa,3340522
bin.28.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.28.fa,2523890
bin.280.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.280.fa,4781738
bin.284.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.284.fa,7327209
bin.287.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.287.fa,2456534
bin.289.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.289.fa,3092895
bin.290.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.290.fa,3287819
bin.291.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.291.fa,2247592
bin.292.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.292.fa,2117296
bin.298.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.298.fa,2779138
bin.299.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.299.fa,4472583
bin.304.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.304.fa,4758003
bin.306.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.306.fa,3973476
bin.312.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.312.fa,2860217
bin.315.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.315.fa,4203392
bin.319.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.319.fa,3453996
bin.320.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.320.fa,3396249
bin.324.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.324.fa,5693532
bin.33.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.33.fa,2705410
bin.330.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.330.fa,3770954
bin.334.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.334.fa,3472323
bin.338.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.338.fa,4200588
bin.34.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.34.fa,4059397
bin.341.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.341.fa,3583304
bin.343.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.343.fa,4676950
bin.35.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.35.fa,2585803
bin.352.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.352.fa,3324852
bin.354.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.354.fa,4599513
bin.356.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.356.fa,2463975
bin.357.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.357.fa,4793342
bin.358.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.358.fa,4399155
bin.363.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.363.fa,4695000
bin.37.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.37.fa,3204383
bin.372.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.372.fa,2222793
bin.374.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.374.fa,5816390
bin.375.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.375.fa,4244948
bin.377.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.377.fa,3084912
bin.379.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.379.fa,3352952
bin.380.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.380.fa,2424081
bin.381.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.381.fa,2006940
bin.382.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.382.fa,3755057
bin.385.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.385.fa,3783734
bin.388.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.388.fa,2443901
bin.389.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.389.fa,5582931
bin.40.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.40.fa,2215995
bin.45.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.45.fa,3393122
bin.49.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.49.fa,2759807
bin.5.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.5.fa,3243307
bin.53.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.53.fa,2674991
bin.54.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.54.fa,4460138
bin.58.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.58.fa,3735741
bin.63.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.63.fa,2591537
bin.66.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.66.fa,3592946
bin.67.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.67.fa,3617198
bin.68.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.68.fa,5720237
bin.70.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.70.fa,4210161
bin.73.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.73.fa,7176731
bin.77.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.77.fa,4031960
bin.80.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.80.fa,5992682
bin.83.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.83.fa,3492186
bin.86.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.86.fa,4946902
bin.87.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.87.fa,3212203
bin.88.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.88.fa,3486284
bin.9.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.9.fa,4223687
bin.91.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.91.fa,3159635
bin.92.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.92.fa,3369242
bin.94.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/coassembly/final.contigs.fa.metabat/bin.94.fa,2710388
