querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
bin.257.fa,bin.257.fa,8342358,0,0.9999923,0.9999923,1.0,8342422,8342422,0.9999923283669898,24
bin.70.fa,bin.70.fa,4209527,0,0.99984944,0.99984944,1.0,4210161,4210161,0.999849411934603,25
bin.209.fa,bin.209.fa,3337519,0,0.99987805,0.99987805,1.0,3337926,3337926,0.9998780679979125,26
bin.214.fa,bin.214.fa,2811045,0,0.99987906,0.99987906,1.0,2811385,2811385,0.9998790631663753,27
bin.343.fa,bin.343.fa,4676315,0,0.9998642,0.9998642,1.0,4676950,4676950,0.9998642277552678,28
bin.143.fa,bin.143.fa,3597904,0,0.9998908,0.9998908,1.0,3598297,3598297,0.9998907816669942,29
bin.222.fa,bin.222.fa,3199773,0,0.99985564,0.99985564,1.0,3200235,3200235,0.9998556356017605,30
bin.306.fa,bin.306.fa,3973216,0,0.99993455,0.99993455,1.0,3973476,3973476,0.9999345661078612,31
bin.83.fa,bin.83.fa,3491677,0,0.99985427,0.99985427,1.0,3492186,3492186,0.9998542460224055,32
bin.226.fa,bin.226.fa,3996393,0,0.99995244,0.99995244,1.0,3996583,3996583,0.9999524593884326,33
bin.292.fa,bin.292.fa,2116827,0,0.9997785,0.9997785,1.0,2117296,2117296,0.9997784910565174,34
bin.144.fa,bin.144.fa,3351516,0,0.99984336,0.99984336,1.0,3352041,3352041,0.9998433790040158,35
bin.144.fa,bin.290.fa,684050,105739,0.20805585,0.2040697,0.8454221,3287819,3352041,0.20805585708945656,35
bin.144.fa,bin.354.fa,958999,143011,0.20850012,0.28609404,0.8508747,4599513,3352041,0.28609405433883417,35
bin.144.fa,bin.363.fa,948271,145316,0.20197466,0.28289363,0.8467569,4695000,3352041,0.28289361615803627,35
bin.144.fa,bin.73.fa,1058567,160901,0.14749989,0.31579775,0.8480011,7176731,3352041,0.31579774829723145,35
bin.290.fa,bin.144.fa,684583,105981,0.20422871,0.20821796,0.845189,3352041,3287819,0.20821797063646144,35
bin.290.fa,bin.290.fa,3287253,0,0.99982786,0.99982786,1.0,3287819,3287819,0.9998278494041186,35
bin.290.fa,bin.354.fa,766604,121026,0.1666707,0.2331649,0.8421271,4599513,3287819,0.23316490354243954,35
bin.290.fa,bin.363.fa,1291668,180860,0.27511567,0.3928647,0.8599795,4695000,3287819,0.3928646923690142,35
bin.290.fa,bin.73.fa,967754,148524,0.13484608,0.2943453,0.8465271,7176731,3287819,0.2943452787394927,35
bin.354.fa,bin.144.fa,959212,143018,0.2861576,0.20854643,0.85090053,3352041,4599513,0.2861575977143478,35
bin.354.fa,bin.290.fa,763971,120336,0.23236407,0.16609824,0.84248614,3287819,4599513,0.2323640687032954,35
bin.354.fa,bin.354.fa,4598942,0,0.99987584,0.99987584,1.0,4599513,4599513,0.9998758564221908,35
bin.354.fa,bin.363.fa,1068981,165070,0.22768499,0.23241177,0.8455819,4695000,4599513,0.23241177924706377,35
bin.354.fa,bin.73.fa,1199408,185656,0.16712455,0.26076847,0.8452103,7176731,4599513,0.2607684770105009,35
bin.363.fa,bin.144.fa,949840,145607,0.2833617,0.20230883,0.84670365,3352041,4695000,0.28336168919174914,35
bin.363.fa,bin.290.fa,1297144,181495,0.39453024,0.276282,0.8600811,3287819,4695000,0.3945302341765164,35
bin.363.fa,bin.354.fa,1069567,165156,0.23253918,0.2278098,0.8455861,4599513,4695000,0.23253918403970159,35
bin.363.fa,bin.363.fa,4694467,0,0.99988645,0.99988645,1.0,4695000,4695000,0.9998864749733759,35
bin.363.fa,bin.73.fa,1408081,211783,0.19620089,0.29991075,0.8495946,7176731,4695000,0.2999107561235357,35
bin.73.fa,bin.144.fa,1054907,160001,0.31470588,0.1469899,0.8483269,3352041,7176731,0.3147058762109413,35
bin.73.fa,bin.290.fa,968890,148497,0.2946908,0.13500436,0.84673494,3287819,7176731,0.2946907965432404,35
bin.73.fa,bin.354.fa,1197088,185361,0.26026407,0.16680129,0.8451567,4599513,7176731,0.2602640757836754,35
bin.73.fa,bin.363.fa,1406003,211612,0.29946816,0.19591135,0.8494939,4695000,7176731,0.2994681576144835,35
bin.73.fa,bin.73.fa,7176125,0,0.99991554,0.99991554,1.0,7176731,7176731,0.9999155604410978,35
bin.5.fa,bin.5.fa,3242929,0,0.9998835,0.9998835,1.0,3243307,3243307,0.9998834522911337,36
bin.58.fa,bin.58.fa,3735589,0,0.9999593,0.9999593,1.0,3735741,3735741,0.9999593119544422,37
bin.275.fa,bin.275.fa,3340052,0,0.99985933,0.99985933,1.0,3340522,3340522,0.999859303426231,38
bin.304.fa,bin.304.fa,4757526,0,0.99989974,0.99989974,1.0,4758003,4758003,0.9998997478564011,39
bin.358.fa,bin.358.fa,4398700,0,0.9998966,0.9998966,1.0,4399155,4399155,0.9998965710460305,40
bin.118.fa,bin.118.fa,8447686,0,0.99985856,0.99985856,1.0,8448881,8448881,0.9998585611514709,41
bin.289.fa,bin.289.fa,3092846,0,0.99998415,0.99998415,1.0,3092895,3092895,0.9999841572377982,42
bin.341.fa,bin.341.fa,3582971,0,0.9999071,0.9999071,1.0,3583304,3583304,0.9999070690067045,43
bin.341.fa,bin.54.fa,1435022,194137,0.32174385,0.40047455,0.864715,4460138,3583304,0.4004745341171165,43
bin.54.fa,bin.341.fa,1430034,193126,0.3990825,0.3206255,0.86495006,3583304,4460138,0.3990825227220465,43
bin.54.fa,bin.54.fa,4459310,0,0.99981433,0.99981433,1.0,4460138,4460138,0.9998143555199414,43
bin.216.fa,bin.216.fa,5270490,0,0.99991196,0.99991196,1.0,5270954,5270954,0.9999119703947331,44
bin.298.fa,bin.298.fa,2778652,0,0.9998251,0.9998251,1.0,2779138,2779138,0.9998251256324803,45
bin.145.fa,bin.145.fa,4809849,0,0.99987733,0.99987733,1.0,4810439,4810439,0.999877350071376,46
bin.191.fa,bin.191.fa,6889958,0,0.99980223,0.99980223,1.0,6891321,6891321,0.9998022149889695,47
bin.66.fa,bin.66.fa,3592285,0,0.999816,0.999816,1.0,3592946,3592946,0.9998160284067726,48
bin.112.fa,bin.112.fa,3012933,0,0.9997773,0.9997773,1.0,3013604,3013604,0.9997773430085705,49
bin.94.fa,bin.94.fa,2710175,0,0.99992144,0.99992144,1.0,2710388,2710388,0.999921413465526,50
bin.186.fa,bin.186.fa,2942187,0,0.9999283,0.9999283,1.0,2942398,2942398,0.9999282897826874,51
bin.377.fa,bin.377.fa,3084624,0,0.99990666,0.99990666,1.0,3084912,3084912,0.999906642393689,52
bin.388.fa,bin.388.fa,2443536,0,0.99985063,0.99985063,1.0,2443901,2443901,0.9998506486146533,53
bin.35.fa,bin.35.fa,2585263,0,0.99979115,0.99979115,1.0,2585803,2585803,0.9997911673859146,54
bin.129.fa,bin.129.fa,8094151,0,0.9998286,0.9998286,1.0,8095539,8095539,0.999828547549459,55
bin.129.fa,bin.211.fa,1916704,287294,0.23185012,0.23676051,0.8501104,8266996,8095539,0.2367605171193666,55
bin.211.fa,bin.129.fa,1922085,287818,0.23742521,0.23250102,0.8502574,8095539,8266996,0.23742520417726357,55
bin.211.fa,bin.211.fa,8266646,0,0.9999577,0.9999577,1.0,8266996,8266996,0.999957662976975,55
bin.100.fa,bin.100.fa,5566568,0,0.99991703,0.99991703,1.0,5567030,5567030,0.9999170114046448,56
bin.11.fa,bin.11.fa,3409814,0,0.9997508,0.9997508,1.0,3410664,3410664,0.9997507816659748,57
bin.338.fa,bin.338.fa,4200351,0,0.99994355,0.99994355,1.0,4200588,4200588,0.9999435793274656,58
bin.338.fa,bin.45.fa,1192713,176944,0.35150903,0.28393954,0.85164577,3393122,4200588,0.3515090232535111,58
bin.45.fa,bin.338.fa,1190835,176287,0.28349245,0.35095555,0.8519635,4200588,3393122,0.35095555066985507,58
bin.45.fa,bin.45.fa,3392500,0,0.9998167,0.9998167,1.0,3393122,3393122,0.9998166879941246,58
bin.176.fa,bin.176.fa,3321731,0,0.9997857,0.9997857,1.0,3322443,3322443,0.9997856998600126,59
bin.334.fa,bin.334.fa,3472284,0,0.9999888,0.9999888,1.0,3472323,3472323,0.9999887683259882,60
bin.141.fa,bin.141.fa,2701975,0,0.99976766,0.99976766,1.0,2702603,2702603,0.9997676314279234,61
bin.148.fa,bin.148.fa,3105699,0,0.9998709,0.9998709,1.0,3106100,3106100,0.9998708991983516,62
bin.185.fa,bin.185.fa,3275586,0,0.9998532,0.9998532,1.0,3276067,3276067,0.9998531776059525,63
bin.185.fa,bin.264.fa,1692519,172870,0.4406477,0.51663136,0.8978623,3840980,3276067,0.5166313753656442,63
bin.185.fa,bin.33.fa,634716,92211,0.23460992,0.19374329,0.85472083,2705410,3276067,0.23460991125189898,63
bin.264.fa,bin.185.fa,1693547,172934,0.5169452,0.44091535,0.8978865,3276067,3840980,0.5169451662618622,63
bin.264.fa,bin.264.fa,3840443,0,0.99986017,0.99986017,1.0,3840980,3840980,0.9998601919301845,63
bin.264.fa,bin.33.fa,706094,103521,0.26099333,0.18383174,0.8533892,2705410,3840980,0.2609933429683486,63
bin.33.fa,bin.185.fa,642615,93613,0.19615442,0.23752962,0.8543249,3276067,2705410,0.23752961658306873,63
bin.33.fa,bin.264.fa,705957,103543,0.18379606,0.2609427,0.8533296,3840980,2705410,0.26094270369371003,63
bin.33.fa,bin.33.fa,2704825,0,0.99978375,0.99978375,1.0,2705410,2705410,0.9997837666009958,63
bin.165.fa,bin.165.fa,3841534,0,0.9999115,0.9999115,1.0,3841874,3841874,0.9999115015224341,64
bin.165.fa,bin.299.fa,646207,102869,0.14448184,0.16820098,0.8408111,4472583,3841874,0.16820098733066208,64
bin.299.fa,bin.165.fa,645556,102475,0.16803154,0.14433628,0.84126085,3841874,4472583,0.16803153877508736,64
bin.299.fa,bin.299.fa,4471995,0,0.9998685,0.9998685,1.0,4472583,4472583,0.9998685323447324,64
bin.80.fa,bin.80.fa,5991512,0,0.99980474,0.99980474,1.0,5992682,5992682,0.9998047618745664,65
bin.135.fa,bin.135.fa,9373023,0,0.9998834,0.9998834,1.0,9374116,9374116,0.9998834023389512,66
bin.135.fa,bin.175.fa,789851,122667,0.14357378,0.08425872,0.84469604,5501360,9374116,0.14357377084938996,66
bin.175.fa,bin.135.fa,792607,123095,0.08455272,0.14407474,0.84469604,9374116,5501360,0.1440747378829962,66
bin.175.fa,bin.175.fa,5501212,0,0.9999731,0.9999731,1.0,5501360,5501360,0.9999730975613302,66
bin.330.fa,bin.330.fa,3770641,0,0.999917,0.999917,1.0,3770954,3770954,0.99991699713123,67
bin.374.fa,bin.374.fa,5816034,0,0.9999388,0.9999388,1.0,5816390,5816390,0.999938793650357,68
bin.223.fa,bin.223.fa,4927457,0,0.99991804,0.99991804,1.0,4927861,4927861,0.9999180171680979,69
bin.166.fa,bin.166.fa,3207937,0,0.9998987,0.9998987,1.0,3208262,3208262,0.9998986990463996,70
bin.166.fa,bin.271.fa,478526,76740,0.13525692,0.14915428,0.8396325,3537904,3208262,0.1491542773002953,70
bin.271.fa,bin.166.fa,474665,76056,0.14795083,0.1341656,0.8397691,3208262,3537904,0.1479508219715223,70
bin.271.fa,bin.271.fa,3537382,0,0.9998525,0.9998525,1.0,3537904,3537904,0.9998524550129116,70
bin.86.fa,bin.86.fa,4946164,0,0.9998508,0.9998508,1.0,4946902,4946902,0.9998508157226482,71
bin.379.fa,bin.379.fa,3352762,0,0.9999433,0.9999433,1.0,3352952,3352952,0.9999433335162567,72
bin.174.fa,bin.174.fa,2636445,0,0.9997926,0.9997926,1.0,2636992,2636992,0.9997925666820378,73
bin.375.fa,bin.375.fa,4244783,0,0.99996114,0.99996114,1.0,4244948,4244948,0.9999611302659067,74
bin.68.fa,bin.68.fa,5719717,0,0.9999091,0.9999091,1.0,5720237,5720237,0.9999090946756227,75
bin.287.fa,bin.287.fa,2456057,0,0.9998058,0.9998058,1.0,2456534,2456534,0.9998058239780113,76
bin.173.fa,bin.173.fa,534502,0,0.99978864,0.99978864,1.0,534615,534615,0.9997886329414626,77
bin.67.fa,bin.67.fa,3616887,0,0.99991405,0.99991405,1.0,3617198,3617198,0.9999140218478502,78
bin.67.fa,bin.92.fa,665707,109955,0.19758362,0.18403941,0.83482975,3369242,3617198,0.1975836107943567,78
bin.92.fa,bin.67.fa,666617,110053,0.18429099,0.1978537,0.8349082,3617198,3369242,0.1978537012182562,78
bin.92.fa,bin.92.fa,3369185,0,0.9999831,0.9999831,1.0,3369242,3369242,0.9999830822481733,78
bin.182.fa,bin.182.fa,4677740,0,0.99988884,0.99988884,1.0,4678260,4678260,0.9998888475629828,79
bin.234.fa,bin.234.fa,4518696,0,0.9999133,0.9999133,1.0,4519088,4519088,0.9999132568341222,80
bin.357.fa,bin.357.fa,4792682,0,0.9998623,0.9998623,1.0,4793342,4793342,0.9998623090111242,81
bin.357.fa,bin.63.fa,880998,131333,0.33995193,0.1837962,0.850927,2591537,4793342,0.33995192814148517,81
bin.63.fa,bin.357.fa,877772,131004,0.18312317,0.33870712,0.85075396,4793342,2591537,0.33870710701795886,81
bin.63.fa,bin.63.fa,2590933,0,0.99976695,0.99976695,1.0,2591537,2591537,0.9997669336768104,81
bin.170.fa,bin.170.fa,4490855,0,0.9998693,0.9998693,1.0,4491442,4491442,0.9998693070065249,82
bin.170.fa,bin.256.fa,1981913,264160,0.3873818,0.4412643,0.86671466,5116175,4491442,0.4412642977466925,82
bin.170.fa,bin.34.fa,799878,125507,0.19704355,0.17808935,0.8430923,4059397,4491442,0.19704355104957708,82
bin.256.fa,bin.170.fa,1990737,265770,0.44322893,0.3891065,0.8664967,4491442,5116175,0.4432289229160702,82
bin.256.fa,bin.256.fa,5115793,0,0.9999253,0.9999253,1.0,5116175,5116175,0.9999253348448792,82
bin.256.fa,bin.34.fa,1093139,174538,0.26928607,0.21366334,0.8403332,4059397,5116175,0.26928605406172396,82
bin.34.fa,bin.170.fa,807188,126707,0.1797169,0.19884431,0.84302664,4491442,4059397,0.19884431111320228,82
bin.34.fa,bin.256.fa,1086147,173260,0.21229668,0.26756364,0.840482,5116175,4059397,0.26756363075599654,82
bin.34.fa,bin.34.fa,4058972,0,0.99989533,0.99989533,1.0,4059397,4059397,0.9998953046474637,82
bin.233.fa,bin.233.fa,4503334,0,0.99996626,0.99996626,1.0,4503486,4503486,0.9999662483684861,83
bin.53.fa,bin.53.fa,2674601,0,0.9998542,0.9998542,1.0,2674991,2674991,0.9998542051169518,84
bin.115.fa,bin.115.fa,2475380,0,0.99988204,0.99988204,1.0,2475672,2475672,0.9998820522266277,85
bin.88.fa,bin.88.fa,3486111,0,0.99995035,0.99995035,1.0,3486284,3486284,0.9999503769629784,86
bin.319.fa,bin.319.fa,3453894,0,0.9999705,0.9999705,1.0,3453996,3453996,0.9999704689872252,87
bin.291.fa,bin.291.fa,2247448,0,0.9999359,0.9999359,1.0,2247592,2247592,0.9999359314323952,88
bin.372.fa,bin.372.fa,2222455,0,0.99984795,0.99984795,1.0,2222793,2222793,0.9998479390568532,89
bin.91.fa,bin.91.fa,3159407,0,0.9999278,0.9999278,1.0,3159635,3159635,0.9999278397663022,90
bin.126.fa,bin.126.fa,2092369,0,0.9997936,0.9997936,1.0,2092801,2092801,0.9997935780802857,91
bin.126.fa,bin.200.fa,232043,33500,0.08355283,0.11087676,0.8556302,2777201,2092801,0.11087676276913094,91
bin.200.fa,bin.126.fa,229154,32980,0.10949632,0.08251257,0.85607934,2092801,2777201,0.10949631618104158,91
bin.200.fa,bin.200.fa,2776748,0,0.99983686,0.99983686,1.0,2777201,2777201,0.9998368861310363,91
bin.380.fa,bin.380.fa,2423727,0,0.99985397,0.99985397,1.0,2424081,2424081,0.9998539652759129,92
bin.356.fa,bin.356.fa,2463750,0,0.9999087,0.9999087,1.0,2463975,2463975,0.9999086841384348,93
bin.356.fa,bin.49.fa,1477988,180682,0.53554034,0.59983885,0.87775135,2759807,2463975,0.5998388782353717,93
bin.49.fa,bin.356.fa,1479514,180405,0.6004582,0.5360933,0.8780647,2463975,2759807,0.6004582027009202,93
bin.49.fa,bin.49.fa,2759577,0,0.9999167,0.9999167,1.0,2759807,2759807,0.9999166608389645,93
bin.24.fa,bin.24.fa,2775754,0,0.999875,0.999875,1.0,2776101,2776101,0.9998750045477452,94
bin.24.fa,bin.246.fa,598484,97332,0.17479032,0.21558438,0.8373691,3424011,2776101,0.21558437535233768,94
bin.24.fa,bin.87.fa,513328,84293,0.1598056,0.1849097,0.8357912,3212203,2776101,0.18490969889063835,94
bin.246.fa,bin.24.fa,603425,98355,0.2173642,0.17623337,0.83700544,2776101,3424011,0.21736420973156237,94
bin.246.fa,bin.246.fa,3423879,0,0.99996144,0.99996144,1.0,3424011,3424011,0.9999614487219813,94
bin.246.fa,bin.87.fa,617775,100788,0.19232129,0.18042436,0.8368532,3212203,3424011,0.192321282309991,94
bin.87.fa,bin.24.fa,515110,84626,0.18555161,0.16036035,0.83571273,2776101,3212203,0.1855516063716702,94
bin.87.fa,bin.246.fa,615467,100383,0.1797503,0.19160277,0.83689946,3424011,3212203,0.1916027723029958,94
bin.87.fa,bin.87.fa,3211943,0,0.99991906,0.99991906,1.0,3212203,3212203,0.9999190586647232,94
bin.107.fa,bin.107.fa,2673414,0,0.99983954,0.99983954,1.0,2673843,2673843,0.9998395567727798,95
bin.107.fa,bin.212.fa,598910,93738,0.19858839,0.22398847,0.84348565,3015836,2673843,0.2239884690312782,95
bin.107.fa,bin.381.fa,423736,65951,0.21113536,0.15847452,0.84435827,2006940,2673843,0.21113536029975982,95
bin.107.fa,bin.385.fa,818844,126327,0.21641162,0.30624238,0.8457252,3783734,2673843,0.30624236351947365,95
bin.212.fa,bin.107.fa,604661,94786,0.2261393,0.20049532,0.8432411,2673843,3015836,0.22613930586051612,95
bin.212.fa,bin.212.fa,3015760,0,0.9999748,0.9999748,1.0,3015836,3015836,0.9999747996906994,95
bin.212.fa,bin.381.fa,497360,76712,0.24782006,0.16491613,0.8457616,2006940,3015836,0.24782006437661316,95
bin.212.fa,bin.385.fa,878486,137903,0.23217435,0.29129103,0.843022,3783734,3015836,0.29129103837211306,95
bin.381.fa,bin.107.fa,427375,66605,0.15983549,0.21294858,0.8441533,2673843,2006940,0.21294856846741805,95
bin.381.fa,bin.212.fa,496604,76401,0.16466545,0.24744338,0.8461531,3015836,2006940,0.2474433715008919,95
bin.381.fa,bin.381.fa,2006582,0,0.9998216,0.9998216,1.0,2006940,2006940,0.999821618982132,95
bin.381.fa,bin.385.fa,572175,88938,0.15121967,0.2850982,0.8445615,3783734,2006940,0.28509820921402734,95
bin.385.fa,bin.107.fa,825955,127573,0.30890185,0.21829098,0.8455449,2673843,3783734,0.308901831558547,95
bin.385.fa,bin.212.fa,880042,138169,0.291807,0.2325856,0.84299725,3015836,3783734,0.29180698154674195,95
bin.385.fa,bin.381.fa,572217,88895,0.28511915,0.15123077,0.8446481,2006940,3783734,0.28511913659601185,95
bin.385.fa,bin.385.fa,3783589,0,0.9999617,0.9999617,1.0,3783734,3783734,0.9999616780672215,95
bin.251.fa,bin.251.fa,2770840,0,0.9999513,0.9999513,1.0,2770975,2770975,0.999951280686401,96
bin.312.fa,bin.312.fa,2859778,0,0.9998465,0.9998465,1.0,2860217,2860217,0.9998465151420329,97
bin.265.fa,bin.265.fa,2033221,0,0.99982053,0.99982053,1.0,2033586,2033586,0.9998205141066078,98
bin.203.fa,bin.203.fa,3989554,0,0.9998772,0.9998772,1.0,3990044,3990044,0.9998771943367041,99
bin.108.fa,bin.108.fa,2687461,0,0.99980694,0.99980694,1.0,2687980,2687980,0.9998069182062367,100
bin.204.fa,bin.204.fa,3094100,0,0.99989855,0.99989855,1.0,3094414,3094414,0.9998985268293125,101
bin.133.fa,bin.133.fa,3496809,0,0.99987936,0.99987936,1.0,3497231,3497231,0.9998793331066779,102
bin.172.fa,bin.172.fa,4783733,0,0.9999287,0.9999287,1.0,4784074,4784074,0.9999287218383328,103
bin.160.fa,bin.160.fa,3861187,0,0.9998058,0.9998058,1.0,3861937,3861937,0.9998057969355792,104
bin.238.fa,bin.238.fa,2328215,0,0.9998656,0.9998656,1.0,2328528,2328528,0.9998655803151175,105
bin.320.fa,bin.320.fa,3395899,0,0.99989694,0.99989694,1.0,3396249,3396249,0.9998969451297594,106
bin.114.fa,bin.114.fa,1025681,0,0.99985766,0.99985766,1.0,1025827,1025827,0.9998576758069343,107
bin.151.fa,bin.151.fa,1194502,0,0.99999416,0.99999416,1.0,1194509,1194509,0.9999941398516043,108
bin.284.fa,bin.284.fa,7326978,0,0.99996847,0.99996847,1.0,7327209,7327209,0.9999684736712164,109
