querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
coassembly.bin.221.fa,coassembly.bin.221.fa,5280332,0,0.99992347,0.99992347,1.0,5280736,5280736,0.9999234955127467,3
coassembly.bin.221.fa,coassembly.bin.224.fa,418194,66823,0.06944537,0.07919237,0.8402105,6021913,5280736,0.07919237015446332,3
coassembly.bin.224.fa,GTX0468.bin.2.fa,646868,70134,0.10457282,0.10741902,0.8915791,6185814,6021913,0.10741902116486904,3
coassembly.bin.224.fa,GTX0468.bin.23.fa,5516413,31893,0.92045105,0.9160566,0.9942185,5993163,6021913,0.9204510206046457,3
coassembly.bin.224.fa,GTX0468.bin.47.fa,1980212,281097,0.42033848,0.32883438,0.858047,4710994,6021913,0.4203384678477621,3
coassembly.bin.224.fa,coassembly.bin.221.fa,415451,66389,0.07867294,0.06898987,0.8402002,5280736,6021913,0.0786729349848203,3
coassembly.bin.224.fa,coassembly.bin.224.fa,6021573,0,0.99994355,0.99994355,1.0,6021913,6021913,0.9999435395363566,3
coassembly.bin.187.fa,coassembly.bin.187.fa,2786161,0,0.99980265,0.99980265,1.0,2786711,2786711,0.9998026347188496,4
GTX0466.bin.17.fa,GTX0466.bin.17.fa,3400671,0,0.99982303,0.99982303,1.0,3401273,3401273,0.9998230074445656,5
GTX0466.bin.17.fa,coassembly.bin.37.fa,2937061,1795,0.91657615,0.8635182,0.9993889,3204383,3401273,0.9165761396187659,5
coassembly.bin.37.fa,GTX0466.bin.17.fa,2937054,1795,0.8635161,0.91657394,0.9993888,3401273,3204383,0.916573955110859,5
coassembly.bin.37.fa,coassembly.bin.37.fa,3203786,0,0.9998137,0.9998137,1.0,3204383,3204383,0.9998136926828035,5
GTX0486_487.bin.83.fa,GTX0486_487.bin.83.fa,3734986,0,0.9999893,0.9999893,1.0,3735026,3735026,0.9999892905698649,6
GTX0486_487.bin.83.fa,coassembly.bin.132.fa,3709551,517,0.99960953,0.99317944,0.99986064,3711000,3735026,0.9996095392077607,6
coassembly.bin.132.fa,GTX0486_487.bin.83.fa,3709558,517,0.9931813,0.99961144,0.99986064,3735026,3711000,0.9996114254917812,6
coassembly.bin.132.fa,coassembly.bin.132.fa,3710950,0,0.9999865,0.9999865,1.0,3711000,3711000,0.9999865265427108,6
GTX0466.bin.12.fa,GTX0466.bin.12.fa,4263208,0,0.9999651,0.9999651,1.0,4263357,4263357,0.9999650510149631,7
GTX0466.bin.12.fa,GTX0481.bin.6.fa,4135313,15064,0.8257152,0.9699664,0.9963572,5008159,4263357,0.9699663903351279,7
GTX0466.bin.12.fa,coassembly.bin.280.fa,4119540,9326,0.8615152,0.96626675,0.99773616,4781738,4263357,0.9662667236170933,7
GTX0481.bin.6.fa,GTX0466.bin.12.fa,4135770,15179,0.9700736,0.82580644,0.99632984,4263357,5008159,0.9700735828597042,7
GTX0481.bin.6.fa,GTX0481.bin.6.fa,5008018,0,0.99997187,0.99997187,1.0,5008159,5008159,0.9999718459417922,7
GTX0481.bin.6.fa,coassembly.bin.280.fa,4424646,11039,0.9253217,0.8834875,0.9975051,4781738,5008159,0.9253217135694176,7
coassembly.bin.280.fa,GTX0466.bin.12.fa,4119659,9273,0.96629465,0.8615401,0.9977491,4263357,4781738,0.9662946358937335,7
coassembly.bin.280.fa,GTX0481.bin.6.fa,4424854,11074,0.88352907,0.9253652,0.9974973,5008159,4781738,0.925365212397668,7
coassembly.bin.280.fa,coassembly.bin.280.fa,4781515,0,0.9999534,0.9999534,1.0,4781738,4781738,0.9999533642370201,7
GTX0466.bin.19.fa,GTX0466.bin.19.fa,3506438,0,0.9998597,0.9998597,1.0,3506930,3506930,0.9998597063528499,8
GTX0466.bin.19.fa,coassembly.bin.180.fa,2838800,20081,0.83726484,0.80948293,0.99292624,3390564,3506930,0.8372648326355143,8
coassembly.bin.180.fa,GTX0466.bin.19.fa,2838361,20018,0.80935776,0.8371354,0.99294734,3506930,3390564,0.8371353556517441,8
coassembly.bin.180.fa,coassembly.bin.180.fa,3390000,0,0.99983364,0.99983364,1.0,3390564,3390564,0.9998336559935161,8
GTX0468.bin.63.fa,GTX0468.bin.63.fa,4555500,0,0.9999941,0.9999941,1.0,4555527,4555527,0.9999940731335804,9
GTX0468.bin.63.fa,GTX0486_487.bin.31.fa,2886778,26666,0.98129016,0.63368696,0.9907627,2941819,4555527,0.981290147354409,9
GTX0468.bin.63.fa,coassembly.bin.199.fa,3587641,5501,0.9667497,0.7875359,0.9984667,3711034,4555527,0.9667496983320552,9
GTX0486_487.bin.31.fa,GTX0468.bin.63.fa,2886326,26711,0.6335877,0.9811365,0.99074566,4555527,2941819,0.981136500920009,9
GTX0486_487.bin.31.fa,GTX0486_487.bin.31.fa,2941388,0,0.9998535,0.9998535,1.0,2941819,2941819,0.9998534920061364,9
GTX0486_487.bin.31.fa,coassembly.bin.199.fa,2643578,22973,0.71235615,0.8986202,0.9913099,3711034,2941819,0.898620207429485,9
coassembly.bin.199.fa,GTX0468.bin.63.fa,3587360,5439,0.7874742,0.966674,0.99848384,4555527,3711034,0.9666739781958343,9
coassembly.bin.199.fa,GTX0486_487.bin.31.fa,2643104,22943,0.8984591,0.7122285,0.99131966,2941819,3711034,0.8984590826288089,9
coassembly.bin.199.fa,coassembly.bin.199.fa,3710787,0,0.9999334,0.9999334,1.0,3711034,3711034,0.9999334417307952,9
GTX0468.bin.17.fa,GTX0468.bin.17.fa,4505660,0,0.99999243,0.99999243,1.0,4505694,4505694,0.999992453992659,10
GTX0468.bin.17.fa,GTX0468.bin.4.fa,260874,45091,0.04873628,0.057898737,0.8271541,5352768,4505694,0.05789873879584366,10
GTX0468.bin.17.fa,coassembly.bin.210.fa,4271979,7025,0.8799185,0.94812894,0.99835557,4854971,4505694,0.9481289674798156,10
GTX0468.bin.4.fa,GTX0468.bin.17.fa,261916,45337,0.058130004,0.048930947,0.8269025,4505694,5352768,0.05813000172670403,10
GTX0468.bin.4.fa,GTX0468.bin.4.fa,5352718,0,0.99999064,0.99999064,1.0,5352768,5352768,0.9999906590384638,10
GTX0468.bin.4.fa,coassembly.bin.210.fa,324008,45869,0.06673737,0.060530927,0.85843253,4854971,5352768,0.06673737083084533,10
coassembly.bin.210.fa,GTX0468.bin.17.fa,4311270,6923,0.9568493,0.88801146,0.9983942,4505694,4854971,0.9568492667278338,10
coassembly.bin.210.fa,GTX0468.bin.4.fa,320437,45126,0.059863795,0.06600183,0.85917354,5352768,4854971,0.06600183605628128,10
coassembly.bin.210.fa,coassembly.bin.210.fa,4854888,0,0.9999829,0.9999829,1.0,4854971,4854971,0.9999829041203335,10
coassembly.bin.274.fa,coassembly.bin.274.fa,3192744,0,0.99983436,0.99983436,1.0,3193273,3193273,0.9998343392500422,11
GTX0468.bin.15.fa,GTX0468.bin.15.fa,4943826,0,0.99988514,0.99988514,1.0,4944394,4944394,0.9998851224234961,12
GTX0468.bin.15.fa,GTX0486_487.bin.96.fa,4201116,168439,0.7293889,0.84967256,0.9599061,5759775,4944394,0.8496725786820387,12
GTX0468.bin.15.fa,coassembly.bin.389.fa,4183233,164232,0.74928975,0.84605575,0.9607404,5582931,4944394,0.8460557552654582,12
GTX0486_487.bin.96.fa,GTX0468.bin.15.fa,4199085,168136,0.8492618,0.7290363,0.9599589,4944394,5759775,0.8492618104463358,12
GTX0486_487.bin.96.fa,GTX0486_487.bin.96.fa,5759727,0,0.99999166,0.99999166,1.0,5759775,5759775,0.9999916663411331,12
GTX0486_487.bin.96.fa,coassembly.bin.389.fa,5556797,5735,0.99531895,0.9647594,0.99896795,5582931,5759775,0.9953189462667549,12
coassembly.bin.389.fa,GTX0468.bin.15.fa,4182395,164136,0.8458863,0.74913967,0.9607555,4944394,5582931,0.8458862703902642,12
coassembly.bin.389.fa,GTX0486_487.bin.96.fa,5557010,5542,0.96479636,0.9953571,0.9990027,5759775,5582931,0.9953570982697082,12
coassembly.bin.389.fa,coassembly.bin.389.fa,5582733,0,0.99996454,0.99996454,1.0,5582931,5582931,0.9999645347578181,12
GTX0466.bin.75.fa,GTX0466.bin.75.fa,3950217,0,0.99998605,0.99998605,1.0,3950272,3950272,0.9999860769081218,13
GTX0466.bin.75.fa,coassembly.bin.382.fa,3782854,2045,1.0074025,0.9576186,0.9994594,3755057,3950272,1.0074025507468995,13
coassembly.bin.382.fa,GTX0466.bin.75.fa,3762561,1969,0.9524815,1.0019984,0.9994767,3950272,3755057,1.0019983717956877,13
coassembly.bin.382.fa,coassembly.bin.382.fa,3754993,0,0.99998295,0.99998295,1.0,3755057,3755057,0.9999829563173076,13
GTX0486_487.bin.66.fa,GTX0486_487.bin.66.fa,2594713,0,0.9998351,0.9998351,1.0,2595141,2595141,0.9998350763985464,14
GTX0486_487.bin.66.fa,coassembly.bin.40.fa,2099994,537,0.9476529,0.80920225,0.9997443,2215995,2595141,0.9476528602275727,14
coassembly.bin.40.fa,GTX0486_487.bin.66.fa,2099994,537,0.80920225,0.9476529,0.9997443,2595141,2215995,0.9476528602275727,14
coassembly.bin.40.fa,coassembly.bin.40.fa,2215602,0,0.9998227,0.9998227,1.0,2215995,2215995,0.9998226530294518,14
GTX0466.bin.31.fa,GTX0466.bin.31.fa,2489069,0,0.9998353,0.9998353,1.0,2489479,2489479,0.9998353069055814,15
GTX0466.bin.31.fa,GTX0466.bin.56.fa,2119362,190001,0.524856,0.85132754,0.9103499,4037988,2489479,0.8513275267636321,15
GTX0466.bin.31.fa,GTX0481.bin.9.fa,619341,99629,0.1808062,0.24878338,0.8391371,3425441,2489479,0.24878337997629224,15
GTX0466.bin.31.fa,coassembly.bin.189.fa,2076577,4741,0.84201723,0.8341412,0.9977169,2466193,2489479,0.8420172306060394,15
GTX0466.bin.31.fa,coassembly.bin.352.fa,556723,90062,0.16744295,0.22363032,0.83822834,3324852,2489479,0.22363032586336337,15
GTX0466.bin.31.fa,coassembly.bin.9.fa,2128990,177515,0.5040596,0.855195,0.9166201,4223687,2489479,0.8551950026491487,15
GTX0466.bin.56.fa,GTX0466.bin.31.fa,2119087,189917,0.8512171,0.52478784,0.9103779,2489479,4037988,0.8512170618832294,15
GTX0466.bin.56.fa,GTX0466.bin.56.fa,4037728,0,0.9999356,0.9999356,1.0,4037988,4037988,0.9999356114976072,15
GTX0466.bin.56.fa,GTX0481.bin.9.fa,872820,142102,0.25480515,0.2161522,0.8371921,3425441,4037988,0.25480514771674656,15
GTX0466.bin.56.fa,coassembly.bin.189.fa,2145714,177681,0.87005115,0.53138196,0.9171926,2466193,4037988,0.8700511273854074,15
GTX0466.bin.56.fa,coassembly.bin.352.fa,816385,131418,0.24554025,0.20217618,0.8390245,3324852,4037988,0.2455402526187632,15
GTX0466.bin.56.fa,coassembly.bin.9.fa,3753308,18898,0.8886331,0.92949957,0.99496496,4223687,4037988,0.929499542841633,15
GTX0481.bin.9.fa,GTX0466.bin.31.fa,620360,99813,0.2491927,0.18110369,0.8391047,2489479,3425441,0.24919270256949347,15
GTX0481.bin.9.fa,GTX0466.bin.56.fa,890671,145662,0.22057296,0.26001644,0.83645815,4037988,3425441,0.2600164475172686,15
GTX0481.bin.9.fa,GTX0481.bin.9.fa,3425173,0,0.99992174,0.99992174,1.0,3425441,3425441,0.9999217618986869,15
GTX0481.bin.9.fa,coassembly.bin.189.fa,606720,99060,0.2460148,0.17712171,0.83672863,2466193,3425441,0.24601480905995599,15
GTX0481.bin.9.fa,coassembly.bin.352.fa,3140272,16535,0.9444848,0.9167497,0.9947345,3324852,3425441,0.944484746990242,15
GTX0481.bin.9.fa,coassembly.bin.9.fa,878594,141664,0.20801589,0.25649077,0.83876055,4223687,3425441,0.25649077009354415,15
coassembly.bin.189.fa,GTX0466.bin.31.fa,2075215,4610,0.8335941,0.84146494,0.99777853,2489479,2466193,0.8414649623934543,15
coassembly.bin.189.fa,GTX0466.bin.56.fa,2145881,177601,0.53142333,0.87011886,0.9172363,4037988,2466193,0.8701188430913558,15
coassembly.bin.189.fa,GTX0481.bin.9.fa,601627,98070,0.1756349,0.24394968,0.836992,3425441,2466193,0.24394968277016438,15
coassembly.bin.189.fa,coassembly.bin.189.fa,2465813,0,0.9998459,0.9998459,1.0,2466193,2466193,0.9998459163577222,15
coassembly.bin.189.fa,coassembly.bin.352.fa,544813,88578,0.16386083,0.22091256,0.83741575,3324852,2466193,0.22091255631655754,15
coassembly.bin.189.fa,coassembly.bin.9.fa,2070681,185977,0.49025437,0.8396265,0.9101856,4223687,2466193,0.8396265012511186,15
coassembly.bin.352.fa,GTX0466.bin.31.fa,551016,89065,0.22133788,0.16572647,0.8383622,2489479,3324852,0.221337878327152,15
coassembly.bin.352.fa,GTX0466.bin.56.fa,834174,134659,0.2065816,0.25089055,0.838572,4037988,3324852,0.2508905659560185,15
coassembly.bin.352.fa,GTX0481.bin.9.fa,3129610,16374,0.9136371,0.941278,0.994768,3425441,3324852,0.9412779877119343,15
coassembly.bin.352.fa,coassembly.bin.189.fa,542324,88121,0.2199033,0.16311222,0.83751225,2466193,3324852,0.21990330845963799,15
coassembly.bin.352.fa,coassembly.bin.352.fa,3324575,0,0.9999167,0.9999167,1.0,3324852,3324852,0.9999166880210006,15
coassembly.bin.352.fa,coassembly.bin.9.fa,806942,131180,0.19105156,0.24270013,0.83743566,4223687,3324852,0.2427001262011061,15
coassembly.bin.9.fa,GTX0466.bin.31.fa,2126086,177171,0.8540285,0.5033721,0.916668,2489479,4223687,0.8540284935120963,15
coassembly.bin.9.fa,GTX0466.bin.56.fa,3755788,19171,0.93011373,0.88922024,0.99489564,4037988,4223687,0.9301137100952256,15
coassembly.bin.9.fa,GTX0481.bin.9.fa,849691,136142,0.24805303,0.20117281,0.83977467,3425441,4223687,0.24805302441349888,15
coassembly.bin.9.fa,coassembly.bin.189.fa,2067935,185881,0.838513,0.48960423,0.91011274,2466193,4223687,0.838513044194027,15
coassembly.bin.9.fa,coassembly.bin.352.fa,782365,126506,0.23530822,0.18523271,0.8383031,3324852,4223687,0.2353082182304656,15
coassembly.bin.9.fa,coassembly.bin.9.fa,4223375,0,0.99992615,0.99992615,1.0,4223687,4223687,0.9999261308899073,15
GTX0466.bin.32.fa,GTX0466.bin.32.fa,3332160,0,0.9999112,0.9999112,1.0,3332456,3332456,0.9999111766216868,16
GTX0466.bin.32.fa,GTX0484.bin.13.fa,3191091,42326,0.8587625,0.9575793,0.9867362,3715918,3332456,0.9575793348809407,16
GTX0466.bin.32.fa,coassembly.bin.217.fa,2937053,29228,0.9079079,0.8813479,0.9900485,3234968,3332456,0.9079078989343944,16
GTX0484.bin.13.fa,GTX0466.bin.32.fa,3191460,42437,0.95769006,0.8588618,0.986703,3332456,3715918,0.9576900640248514,16
GTX0484.bin.13.fa,GTX0484.bin.13.fa,3715865,0,0.99998575,0.99998575,1.0,3715918,3715918,0.9999857370372544,16
GTX0484.bin.13.fa,coassembly.bin.217.fa,3168580,19406,0.979478,0.8527045,0.9938755,3234968,3715918,0.979478004110087,16
coassembly.bin.217.fa,GTX0466.bin.32.fa,2936825,29235,0.88127947,0.9078374,0.99004537,3332456,3234968,0.9078374191027546,16
coassembly.bin.217.fa,GTX0484.bin.13.fa,3177806,19409,0.85518736,0.98232996,0.9938923,3715918,3234968,0.9823299643149485,16
coassembly.bin.217.fa,coassembly.bin.217.fa,3234713,0,0.9999212,0.9999212,1.0,3234968,3234968,0.9999211738725081,16
GTX0466.bin.39.fa,GTX0466.bin.39.fa,4159480,0,0.99997526,0.99997526,1.0,4159583,4159583,0.9999752379024532,17
GTX0466.bin.39.fa,coassembly.bin.315.fa,4060843,1795,0.96608716,0.97626203,0.999558,4203392,4159583,0.9762620435750411,17
coassembly.bin.315.fa,GTX0466.bin.39.fa,4060847,1795,0.976263,0.9660881,0.999558,4159583,4203392,0.9762630052098973,17
coassembly.bin.315.fa,coassembly.bin.315.fa,4203263,0,0.9999693,0.9999693,1.0,4203392,4203392,0.9999693104997107,17
GTX0484.bin.18.fa,GTX0484.bin.18.fa,4566487,0,0.9999842,0.9999842,1.0,4566559,4566559,0.9999842332049143,18
GTX0484.bin.18.fa,coassembly.bin.149.fa,4200596,862,0.9694257,0.91986024,0.9997948,4333077,4566559,0.9694256529482398,18
coassembly.bin.149.fa,GTX0484.bin.18.fa,4200585,862,0.9198578,0.9694231,0.9997948,4566559,4333077,0.9694231143365327,18
coassembly.bin.149.fa,coassembly.bin.149.fa,4332951,0,0.9999709,0.9999709,1.0,4333077,4333077,0.9999709213568095,18
GTX0466.bin.27.fa,GTX0466.bin.27.fa,601715,0,0.999779,0.999779,1.0,601848,601848,0.9997790139703048,19
GTX0466.bin.27.fa,coassembly.bin.173.fa,469544,35,0.8782844,0.7801704,0.99992543,534615,601848,0.8782843728664553,19
coassembly.bin.173.fa,GTX0466.bin.27.fa,469544,35,0.7801704,0.8782844,0.99992543,601848,534615,0.8782843728664553,19
coassembly.bin.173.fa,coassembly.bin.173.fa,534502,0,0.99978864,0.99978864,1.0,534615,534615,0.9997886329414626,19
GTX0466.bin.52.fa,GTX0466.bin.52.fa,2309368,0,0.9998013,0.9998013,1.0,2309827,2309827,0.9998012838190912,20
GTX0466.bin.52.fa,GTX0466.bin.55.fa,1143155,157807,0.32336837,0.49490935,0.86195487,3535148,2309827,0.49490935901260136,20
GTX0466.bin.52.fa,GTX0468.bin.72.fa,1927271,84412,0.5184139,0.83437896,0.95620126,3717630,2309827,0.8343789383360746,20
GTX0466.bin.52.fa,coassembly.bin.320.fa,1147217,152537,0.33778942,0.49666792,0.86703736,3396249,2309827,0.49666793227371575,20
GTX0466.bin.55.fa,GTX0466.bin.52.fa,1139292,157255,0.49323693,0.3222756,0.8619713,2309827,3535148,0.4932369393898331,20
GTX0466.bin.55.fa,GTX0466.bin.55.fa,3534858,0,0.999918,0.999918,1.0,3535148,3535148,0.9999179666593874,20
GTX0466.bin.55.fa,GTX0468.bin.72.fa,1972936,244273,0.5306972,0.55809146,0.8761881,3717630,3535148,0.5580914858444399,20
GTX0466.bin.55.fa,coassembly.bin.320.fa,3210587,10503,0.94533324,0.90819025,0.99672866,3396249,3535148,0.9453332190896486,20
GTX0468.bin.72.fa,GTX0466.bin.52.fa,1927918,84460,0.83465904,0.51858795,0.95619106,2309827,3717630,0.8346590458939133,20
GTX0468.bin.72.fa,GTX0466.bin.55.fa,1975531,244560,0.55882555,0.53139526,0.87620544,3535148,3717630,0.5588255428061286,20
GTX0468.bin.72.fa,GTX0468.bin.72.fa,3717319,0,0.9999163,0.9999163,1.0,3717630,3717630,0.9999163445528468,20
GTX0468.bin.72.fa,coassembly.bin.320.fa,1821344,229929,0.53628105,0.48992074,0.8737586,3396249,3717630,0.5362810559532001,20
coassembly.bin.320.fa,GTX0466.bin.52.fa,1143648,152063,0.4951228,0.33673856,0.8670369,2309827,3396249,0.4951227949106145,20
coassembly.bin.320.fa,GTX0466.bin.55.fa,3210432,10452,0.90814644,0.9452876,0.99674433,3535148,3396249,0.9452875805042563,20
coassembly.bin.320.fa,GTX0468.bin.72.fa,1817100,229302,0.48877913,0.53503144,0.8738088,3717630,3396249,0.5350314420409105,20
coassembly.bin.320.fa,coassembly.bin.320.fa,3395899,0,0.99989694,0.99989694,1.0,3396249,3396249,0.9998969451297594,20
GTX0466.bin.6.fa,GTX0466.bin.6.fa,2896147,0,0.99988437,0.99988437,1.0,2896482,2896482,0.9998843424540529,21
GTX0468.bin.6.fa,GTX0468.bin.6.fa,2275269,0,0.999761,0.999761,1.0,2275813,2275813,0.9997609645432204,22
GTX0468.bin.26.fa,GTX0468.bin.26.fa,3409068,0,0.9998797,0.9998797,1.0,3409478,3409478,0.999879746987662,23
GTX0468.bin.26.fa,coassembly.bin.222.fa,3031596,5802,0.9473042,0.8891672,0.99808615,3200235,3409478,0.9473041823491087,23
coassembly.bin.222.fa,GTX0468.bin.26.fa,3032109,5749,0.88931763,0.94746447,0.998104,3409478,3200235,0.947464483077024,23
coassembly.bin.222.fa,coassembly.bin.222.fa,3199773,0,0.99985564,0.99985564,1.0,3200235,3200235,0.9998556356017605,23
GTX0486_487.bin.54.fa,GTX0486_487.bin.54.fa,2667399,0,0.9998122,0.9998122,1.0,2667900,2667900,0.9998122118520184,24
GTX0486_487.bin.54.fa,coassembly.bin.292.fa,1876523,6264,0.8862828,0.7033708,0.9966619,2117296,2667900,0.8862827871020396,24
coassembly.bin.292.fa,GTX0486_487.bin.54.fa,1876094,6149,0.70321,0.88608015,0.99672246,2667900,2117296,0.8860801701793231,24
coassembly.bin.292.fa,coassembly.bin.292.fa,2116827,0,0.9997785,0.9997785,1.0,2117296,2117296,0.9997784910565174,24
GTX0468.bin.60.fa,GTX0468.bin.60.fa,4001128,0,0.99995875,0.99995875,1.0,4001293,4001293,0.9999587633297536,25
GTX0468.bin.60.fa,GTX0486_487.bin.57.fa,1031596,144202,0.32730523,0.25781566,0.86021465,3151786,4001293,0.32730521678819563,25
GTX0468.bin.60.fa,coassembly.bin.143.fa,3484395,14655,0.9683456,0.87081724,0.9957941,3598297,4001293,0.9683455812569113,25
GTX0486_487.bin.57.fa,GTX0468.bin.60.fa,1026288,143263,0.2564891,0.3256211,0.86040664,4001293,3151786,0.3256210922949718,25
GTX0486_487.bin.57.fa,GTX0486_487.bin.57.fa,3151211,0,0.99981755,0.99981755,1.0,3151786,3151786,0.9998175637559149,25
GTX0486_487.bin.57.fa,coassembly.bin.143.fa,886174,124476,0.24627595,0.28116566,0.8595355,3598297,3151786,0.2811656628971637,25
coassembly.bin.143.fa,GTX0468.bin.60.fa,3484175,14568,0.8707623,0.9682844,0.9958188,4001293,3598297,0.9682844412231675,25
coassembly.bin.143.fa,GTX0486_487.bin.57.fa,887447,124805,0.28156957,0.24662973,0.85936624,3151786,3598297,0.28156956087754687,25
coassembly.bin.143.fa,coassembly.bin.143.fa,3597904,0,0.9998908,0.9998908,1.0,3598297,3598297,0.9998907816669942,25
GTX0486_487.bin.92.fa,GTX0486_487.bin.92.fa,3845772,0,0.9999498,0.9999498,1.0,3845965,3845965,0.9999498175360411,26
GTX0486_487.bin.92.fa,coassembly.bin.226.fa,3777148,3126,0.94509435,0.9821067,0.9991724,3996583,3845965,0.9821067014390407,26
coassembly.bin.226.fa,GTX0486_487.bin.92.fa,3777797,3188,0.9822754,0.9452567,0.9991561,3845965,3996583,0.9822754497245815,26
coassembly.bin.226.fa,coassembly.bin.226.fa,3996393,0,0.99995244,0.99995244,1.0,3996583,3996583,0.9999524593884326,26
GTX0468.bin.35.fa,GTX0468.bin.35.fa,4381565,0,0.9999728,0.9999728,1.0,4381684,4381684,0.9999728414919926,27
GTX0468.bin.35.fa,GTX0486_487.bin.74.fa,4252068,48029,0.9421139,0.9704187,0.98870456,4513327,4381684,0.9704186792110066,27
GTX0468.bin.35.fa,coassembly.bin.306.fa,3921119,8900,0.9868234,0.8948886,0.99773026,3973476,4381684,0.9868233758049627,27
GTX0486_487.bin.74.fa,GTX0468.bin.35.fa,4251700,48032,0.9703347,0.94203234,0.9887029,4381684,4513327,0.9703346932366642,27
GTX0486_487.bin.74.fa,GTX0486_487.bin.74.fa,4513134,0,0.99995726,0.99995726,1.0,4513327,4513327,0.9999572377538787,27
GTX0486_487.bin.74.fa,coassembly.bin.306.fa,3906066,20270,0.983035,0.8654516,0.99481064,3973476,4513327,0.9830350051189437,27
coassembly.bin.306.fa,GTX0468.bin.35.fa,3918890,8425,0.89437985,0.9862624,0.9978502,4381684,3973476,0.9862624060142807,27
coassembly.bin.306.fa,GTX0486_487.bin.74.fa,3904539,19873,0.86511326,0.9826507,0.9949103,4513327,3973476,0.9826507068370364,27
coassembly.bin.306.fa,coassembly.bin.306.fa,3973216,0,0.99993455,0.99993455,1.0,3973476,3973476,0.9999345661078612,27
GTX0468.bin.9.fa,GTX0468.bin.9.fa,3637786,0,0.9998656,0.9998656,1.0,3638275,3638275,0.9998655956462884,28
GTX0468.bin.9.fa,coassembly.bin.83.fa,3153674,11355,0.90306586,0.8668047,0.99639946,3492186,3638275,0.9030658733526794,28
