Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.19	p__Bacteroidetes (UID2591)	364	303	203	85.80	5.36	70.97	3506930	0	492	492	8695	8695	7127	7127	55602	55602	41.7	1.70	86.26	11	3444	36	250	10	7	0	0
bin.2	o__Actinomycetales (UID1593)	69	400	198	59.27	1.80	14.29	1902321	0	191	191	13216	13216	9959	9959	38654	38654	66.4	1.73	92.49	11	1965	152	241	7	0	0	0
bin.20	k__Bacteria (UID203)	5449	104	58	33.28	0.00	0.00	759112	0	225	225	3278	3278	3373	3373	7859	7859	67.1	1.85	90.38	11	902	77	27	0	0	0	0
bin.21	k__Archaea (UID2)	207	149	107	44.66	11.26	0.00	43165405	0	1589	1589	42405	42405	27165	27165	260451	260451	49.5	1.05	66.10	11	89617	75	55	14	5	0	0
bin.22	o__Sphingomonadales (UID3310)	26	569	293	75.47	5.06	11.11	2596812	0	413	413	7502	7502	6287	6287	37085	37085	68.0	1.66	92.41	11	2860	149	390	27	3	0	0
bin.23	o__Actinomycetales (UID1593)	69	400	198	63.80	7.80	62.16	2087728	0	478	478	4412	4412	4367	4367	20297	20297	68.5	1.59	92.14	11	2389	137	226	37	0	0	0
bin.24	root (UID1)	5656	56	24	0.00	0.00	0.00	222485	0	31	31	8097	8097	7176	7176	23498	23498	65.2	1.59	83.73	11	292	56	0	0	0	0	0
bin.25	c__Deltaproteobacteria (UID3216)	83	247	155	91.83	5.65	0.00	8346304	0	52	52	355888	355888	160505	160505	484135	484135	65.9	0.68	91.47	11	7276	14	224	8	1	0	0
bin.26	k__Bacteria (UID203)	5449	104	58	38.97	11.21	57.14	5035506	0	1142	1142	4462	4462	4409	4409	32106	32106	63.9	2.48	85.90	11	5118	76	21	7	0	0	0
bin.27	k__Bacteria (UID203)	5449	103	57	55.42	0.00	0.00	601848	0	133	133	4812	4812	4525	4525	13990	13990	35.8	1.58	89.59	11	676	61	42	0	0	0	0
bin.28	k__Bacteria (UID203)	5449	104	58	32.84	0.00	0.00	5932686	0	1128	1128	5719	5719	5259	5259	34811	34811	65.0	1.92	87.24	11	7006	77	27	0	0	0	0
bin.29	k__Archaea (UID2)	207	149	107	42.93	18.60	2.13	57637508	0	6461	6461	11164	11164	8920	8920	54758	54758	50.4	1.42	65.86	11	132017	77	49	16	5	1	1
bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	211085	0	33	33	8691	8691	6396	6396	21596	21596	67.4	1.55	86.79	11	236	56	0	0	0	0	0
bin.30	k__Bacteria (UID203)	5449	104	58	39.66	7.47	60.00	3968063	0	895	895	4385	4385	4433	4433	27992	27992	71.9	1.77	88.55	11	4520	72	27	5	0	0	0
bin.31	k__Bacteria (UID203)	5449	104	58	67.24	0.00	0.00	2489479	0	410	410	6814	6814	6071	6071	27329	27329	41.9	2.03	88.44	11	2621	60	44	0	0	0	0
bin.32	p__Bacteroidetes (UID2605)	350	316	210	89.76	1.49	85.71	3332456	0	296	296	14626	14626	11258	11258	54634	54634	46.2	2.03	88.55	11	3289	22	287	7	0	0	0
bin.33	c__Alphaproteobacteria (UID3305)	564	349	230	89.08	44.85	53.24	3650168	0	711	711	5576	5576	5133	5133	25417	25417	64.2	1.44	93.48	11	4235	61	155	130	3	0	0
bin.34	k__Bacteria (UID1452)	924	161	108	49.16	0.00	0.00	1594644	0	357	357	4512	4512	4466	4466	22703	22703	55.2	1.69	87.00	11	1571	78	83	0	0	0	0
bin.35	k__Archaea (UID2)	207	149	107	55.30	16.00	0.00	21984485	0	1023	1023	35217	35217	21490	21490	266334	266334	52.1	1.26	83.67	4	31082	61	57	20	10	0	1
bin.36	k__Bacteria (UID203)	5449	104	58	62.07	13.79	100.00	4491385	0	768	768	6518	6518	5848	5848	34790	34790	62.7	2.47	87.37	11	4556	64	31	9	0	0	0
bin.37	k__Archaea (UID2)	207	149	107	6.28	0.47	0.00	16683191	0	328	328	75762	75762	50863	50863	236207	236207	50.0	0.75	73.29	4	29559	133	15	1	0	0	0
bin.38	k__Bacteria (UID203)	5449	104	58	99.53	201.59	72.95	17820444	0	841	841	43012	43012	21189	21189	255005	255005	67.1	1.55	91.43	11	18198	3	8	10	61	21	1
bin.39	p__Bacteroidetes (UID2605)	350	316	210	95.33	2.62	33.33	4159583	0	103	103	67621	67621	40384	40384	313471	313471	43.6	1.37	90.57	11	3957	36	274	6	0	0	0
bin.4	k__Bacteria (UID3187)	2258	187	116	83.67	3.17	50.00	3718234	0	444	444	10329	10329	8374	8374	48476	48476	61.6	1.83	89.47	11	3586	31	148	8	0	0	0
bin.40	root (UID1)	5656	56	24	0.00	0.00	0.00	290191	0	42	42	8493	8493	6909	6909	26264	26264	68.7	1.61	89.51	11	339	56	0	0	0	0	0
bin.41	k__Bacteria (UID203)	5449	103	57	11.40	0.00	0.00	587445	0	191	191	2958	2958	3075	3075	7909	7909	69.5	1.53	92.48	11	736	96	7	0	0	0	0
bin.42	k__Bacteria (UID203)	5449	104	58	100.00	64.00	23.60	6130434	0	447	447	38714	38714	13714	13714	312150	312150	69.3	2.00	90.70	11	6248	0	47	41	16	0	0
bin.43	k__Bacteria (UID203)	5449	103	58	87.81	101.74	85.71	10822808	0	1681	1681	7402	7402	6438	6438	60470	60470	71.4	1.85	91.37	11	11476	38	14	29	21	1	0
bin.44	o__Actinomycetales (UID1696)	455	315	190	89.74	0.26	0.00	3941867	0	213	213	28612	28612	18506	18506	118623	118623	70.4	1.64	89.86	11	3970	27	287	1	0	0	0
bin.45	o__Rhizobiales (UID3654)	92	481	319	85.30	7.76	65.71	4892280	0	564	564	11170	11170	8674	8674	53947	53947	69.8	2.01	85.22	11	5118	76	370	35	0	0	0
bin.46	root (UID1)	5656	56	24	0.00	0.00	0.00	366817	0	65	65	5997	5997	5643	5643	14149	14149	37.8	1.57	1.92	11	44	56	0	0	0	0	0
bin.47	k__Bacteria (UID2565)	2921	143	88	84.84	5.11	0.00	8657775	0	1165	1165	9122	9122	7431	7431	75754	75754	69.7	2.09	81.14	11	7080	18	120	5	0	0	0
bin.48	o__Sphingomonadales (UID3310)	26	569	293	89.05	10.91	24.36	5156995	0	335	335	34673	34673	15394	15394	175612	175612	66.6	2.24	88.54	11	5353	70	441	48	10	0	0
bin.49	root (UID1)	5656	56	24	0.00	0.00	0.00	735222	0	24	24	203788	203788	30634	30634	222227	222227	56.5	2.12	86.55	11	912	56	0	0	0	0	0
bin.5	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	1738211	0	489	489	3458	3458	3554	3554	13404	13404	69.3	2.31	91.34	11	2114	91	13	0	0	0	0
bin.50	k__Bacteria (UID203)	5449	104	58	34.48	1.72	100.00	1710578	0	430	430	4001	4001	3978	3978	11387	11387	69.9	1.76	95.48	11	1953	83	20	1	0	0	0
bin.51	k__Bacteria (UID1452)	924	161	108	76.31	10.75	36.84	3829040	0	637	637	6594	6594	6011	6011	35603	35603	70.0	1.95	90.25	11	4283	45	97	19	0	0	0
bin.52	k__Bacteria (UID1452)	924	161	108	54.39	0.93	0.00	2309827	0	459	459	5503	5503	5032	5032	21544	21544	64.9	2.18	91.72	11	2735	84	76	1	0	0	0
bin.53	o__Actinomycetales (UID1663)	488	310	185	91.58	1.08	0.00	3816884	0	283	283	21035	21035	13487	13487	68591	68591	75.7	1.92	91.29	11	3915	22	286	2	0	0	0
bin.54	root (UID1)	5656	56	24	0.00	0.00	0.00	219417	0	10	10	34791	34791	21941	21941	47579	47579	60.8	0.56	91.29	11	301	56	0	0	0	0	0
bin.55	k__Bacteria (UID1452)	924	161	108	84.88	4.07	83.33	3535148	0	290	290	16530	16530	12190	12190	65331	65331	65.7	1.82	90.08	11	3848	21	134	6	0	0	0
bin.56	p__Bacteroidetes (UID2605)	350	316	210	94.72	7.63	94.74	4037988	0	260	260	20843	20843	15530	15530	80260	80260	41.9	1.68	88.86	11	3886	45	252	19	0	0	0
bin.57	root (UID1)	5656	56	24	8.33	0.00	0.00	1605403	0	301	301	5844	5844	5333	5333	31368	31368	64.3	2.37	87.79	11	1647	54	2	0	0	0	0
bin.58	k__Archaea (UID2)	207	149	107	21.70	2.65	0.00	22140222	0	4457	4457	5230	5230	4967	4967	41486	41486	47.7	1.37	49.17	11	43582	112	32	5	0	0	0
bin.59	root (UID1)	5656	56	24	0.00	0.00	0.00	315665	0	90	90	3569	3569	3507	3507	6823	6823	63.2	1.50	88.57	11	357	56	0	0	0	0	0
bin.6	k__Bacteria (UID1452)	924	161	108	76.55	2.31	40.00	2896482	0	335	335	11185	11185	8646	8646	40015	40015	68.2	1.59	90.10	11	3042	46	110	5	0	0	0
bin.60	k__Archaea (UID2)	207	149	107	33.75	11.98	0.00	19204051	0	4051	4051	4916	4916	4740	4740	18204	18204	51.2	1.51	86.26	4	28004	93	39	14	2	0	1
bin.61	k__Bacteria (UID203)	5449	104	58	90.63	217.04	66.36	16699594	0	2352	2352	8659	8659	7100	7100	130573	130573	56.6	2.21	88.42	11	15724	25	9	18	18	24	10
bin.62	k__Bacteria (UID203)	5449	104	58	13.01	0.00	0.00	694805	0	194	194	3548	3548	3581	3581	10983	10983	54.2	1.75	91.19	11	766	90	14	0	0	0	0
bin.63	root (UID1)	5656	56	24	0.00	0.00	0.00	294688	0	14	14	29849	29849	21049	21049	95398	95398	49.8	0.54	44.27	11	385	56	0	0	0	0	0
bin.64	root (UID1)	5656	56	24	0.00	0.00	0.00	312909	0	86	86	3580	3580	3638	3638	11481	11481	26.8	2.47	60.25	11	310	56	0	0	0	0	0
bin.65	k__Bacteria (UID203)	5449	103	57	67.62	19.30	23.08	4071475	0	828	828	5219	5219	4917	4917	28844	28844	66.7	1.85	91.65	11	4593	48	42	13	0	0	0
bin.66	k__Bacteria (UID203)	5449	104	58	29.95	3.45	100.00	3203268	0	782	782	4175	4175	4096	4096	19797	19797	69.0	1.53	92.52	11	3726	78	24	2	0	0	0
bin.67	o__Burkholderiales (UID4000)	193	427	214	72.39	2.57	66.67	2444245	0	426	426	6568	6568	5737	5737	28993	28993	64.6	2.33	90.16	11	2480	111	310	6	0	0	0
bin.68	root (UID1)	5656	56	24	0.00	0.00	0.00	324988	0	107	107	2975	2975	3037	3037	5618	5618	29.4	1.60	16.03	11	305	56	0	0	0	0	0
bin.69	p__Actinobacteria (UID1454)	732	200	117	74.74	1.79	0.00	3773236	0	734	734	5592	5592	5140	5140	24354	24354	73.3	1.94	92.74	11	4316	50	146	4	0	0	0
bin.7	k__Bacteria (UID1452)	924	161	108	68.31	0.00	0.00	2748676	0	433	433	7130	7130	6347	6347	32950	32950	61.9	2.13	90.45	11	3015	39	122	0	0	0	0
bin.70	k__Bacteria (UID203)	5449	104	58	15.94	0.00	0.00	395077	0	118	118	3319	3319	3348	3348	6881	6881	63.7	1.80	92.59	11	474	87	17	0	0	0	0
bin.71	o__Rhodospirillales (UID3754)	63	336	201	82.08	6.67	61.90	4975890	0	701	701	8535	8535	7098	7098	41606	41606	70.0	2.19	89.76	11	5372	58	259	18	1	0	0
bin.72	k__Bacteria (UID203)	5449	104	58	45.69	6.90	66.67	2910631	0	583	583	5138	5138	4992	4992	17613	17613	58.5	2.15	87.18	11	3021	73	27	3	1	0	0
bin.73	k__Archaea (UID2)	207	149	107	18.04	1.47	0.00	27150985	0	7089	7089	3818	3818	3830	3830	16887	16887	52.8	1.50	61.90	11	57276	117	29	3	0	0	0
bin.74	o__Rhizobiales (UID3654)	92	481	319	97.13	0.67	0.00	3969347	0	149	149	41983	41983	26639	26639	211326	211326	71.8	1.36	88.63	11	3862	51	427	3	0	0	0
bin.75	p__Bacteroidetes (UID2591)	364	301	202	98.51	1.24	33.33	3950272	0	55	55	109324	109324	71823	71823	366784	366784	51.6	0.84	92.20	11	3451	20	278	3	0	0	0
bin.76	root (UID1)	5656	56	24	0.00	0.00	0.00	355761	0	4	4	85478	85478	88940	88940	164849	164849	51.5	0.31	70.06	11	512	56	0	0	0	0	0
bin.77	k__Bacteria (UID203)	5449	103	57	89.47	91.28	29.30	23370648	0	4472	4472	5519	5519	5225	5225	64966	64966	67.0	3.34	84.85	11	27562	7	33	36	19	4	4
bin.78	k__Bacteria (UID203)	5449	104	58	41.69	0.00	0.00	928605	0	190	190	5078	5078	4887	4887	15659	15659	63.3	2.11	91.17	11	1091	75	29	0	0	0	0
bin.79	k__Bacteria (UID2495)	2993	143	89	63.21	0.00	0.00	546415	0	65	65	10217	10217	8406	8406	32880	32880	54.7	1.55	92.57	11	648	47	96	0	0	0	0
bin.8	root (UID1)	5656	56	24	0.00	0.00	0.00	310157	0	9	9	52138	52138	34461	34461	129962	129962	69.1	1.72	89.83	11	413	56	0	0	0	0	0
bin.80	k__Bacteria (UID203)	5449	103	57	91.80	145.17	15.38	19917504	0	4777	4777	4182	4182	4169	4169	28238	28238	70.0	2.19	91.00	11	22399	29	19	21	21	8	5
bin.81	o__Actinomycetales (UID1697)	387	330	193	95.44	6.82	17.39	4246426	0	301	301	22474	22474	14107	14107	67868	67868	72.2	1.84	88.61	11	4183	15	298	14	3	0	0
bin.82	o__Actinomycetales (UID1593)	69	400	198	61.38	5.18	45.00	2419354	0	421	421	5999	5999	5746	5746	42440	42440	68.2	1.86	91.51	11	2706	143	237	20	0	0	0
bin.83	k__Bacteria (UID203)	5449	104	58	66.03	1.72	100.00	3734959	0	632	632	6442	6442	5909	5909	20264	20264	46.9	1.89	89.00	11	3680	55	48	1	0	0	0
bin.84	o__Rhodospirillales (UID3754)	63	336	201	93.77	4.89	25.00	4380534	0	247	247	29964	29964	17734	17734	107792	107792	69.5	2.44	91.01	11	4412	55	269	12	0	0	0
bin.85	k__Bacteria (UID203)	5449	103	57	28.07	0.00	0.00	947717	0	220	220	4401	4401	4307	4307	12129	12129	55.9	1.27	93.86	11	1066	85	18	0	0	0	0
bin.86	c__Deltaproteobacteria (UID3216)	83	247	155	60.30	1.29	0.00	1810605	0	360	360	5301	5301	5029	5029	19270	19270	60.3	2.64	91.03	11	1878	98	147	2	0	0	0
bin.87	root (UID1)	5656	56	24	20.83	0.00	0.00	570958	0	171	171	3301	3301	3338	3338	7087	7087	72.4	2.04	90.39	11	698	51	5	0	0	0	0
bin.88	o__Burkholderiales (UID4000)	193	427	214	71.71	25.16	31.53	3874619	0	936	936	4211	4211	4139	4139	21292	21292	65.9	2.03	93.23	11	4552	128	206	84	9	0	0
bin.89	o__Actinomycetales (UID1593)	69	400	198	95.45	4.77	16.67	2900352	0	137	137	32653	32653	21170	21170	136669	136669	72.9	1.68	89.09	11	2842	17	373	9	1	0	0
bin.9	p__Bacteroidetes (UID2591)	364	302	203	99.26	1.23	0.00	4423146	0	81	81	94063	94063	54606	54606	282137	282137	50.9	1.82	91.66	11	3847	2	296	4	0	0	0
bin.90	root (UID1)	5656	56	24	0.00	0.00	0.00	372972	0	82	82	4695	4695	4548	4548	14306	14306	69.2	1.76	87.70	11	441	56	0	0	0	0	0
