Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.20	root (UID1)	5656	56	24	0.00	0.00	0.00	249879	0	10	10	71379	71379	24987	24987	105369	105369	38.9	1.01	89.44	11	238	56	0	0	0	0	0
bin.21	p__Bacteroidetes (UID2591)	364	303	203	95.29	0.00	0.00	3148156	0	42	42	123185	123185	74956	74956	314483	314483	51.8	1.09	89.34	11	2907	11	292	0	0	0	0
bin.22	o__Rhizobiales (UID3642)	107	485	316	95.70	6.00	15.62	3750418	0	165	165	45646	45646	22729	22729	119543	119543	67.9	1.36	88.08	11	3667	24	436	23	1	1	0
bin.23	k__Bacteria (UID203)	5449	104	58	21.13	1.72	0.00	702614	0	212	212	3174	3174	3314	3314	6742	6742	67.9	1.69	92.83	11	870	88	15	1	0	0	0
bin.24	o__Actinomycetales (UID2012)	35	495	282	77.23	15.54	7.59	4792654	0	910	910	5736	5736	5266	5266	51062	51062	75.5	1.91	92.29	11	5395	120	300	73	2	0	0
bin.25	root (UID1)	5656	56	24	0.00	0.00	0.00	227276	0	13	13	23088	23088	17482	17482	77273	77273	39.0	1.53	50.25	11	316	56	0	0	0	0	0
bin.26	o__Rhizobiales (UID3654)	92	481	319	84.14	6.44	14.29	4887528	0	788	788	7206	7206	6202	6202	32876	32876	69.9	1.81	86.32	11	5240	85	365	29	2	0	0
bin.27	k__Bacteria (UID203)	5449	104	58	17.55	0.00	0.00	481471	0	158	158	2963	2963	3047	3047	5754	5754	71.7	2.08	94.14	11	584	90	14	0	0	0	0
bin.28	k__Bacteria (UID203)	5449	104	58	99.22	91.69	67.02	5593838	0	252	252	41890	41890	22197	22197	205122	205122	68.8	1.80	91.33	11	5641	5	11	85	3	0	0
bin.29	root (UID1)	5656	56	24	0.00	0.00	0.00	412240	0	41	41	13398	13398	10054	10054	42806	42806	71.6	1.47	85.87	11	527	56	0	0	0	0	0
bin.3	k__Bacteria (UID203)	5449	104	58	1.88	0.00	0.00	343512	0	108	108	3067	3067	3180	3180	7084	7084	69.5	1.41	90.58	11	450	102	2	0	0	0	0
bin.30	o__Rhodospirillales (UID3754)	63	336	201	84.08	2.40	16.67	4456715	0	659	659	8153	8153	6762	6762	59516	59516	73.6	1.82	91.51	11	4903	80	250	6	0	0	0
bin.31	p__Bacteroidetes (UID2591)	364	302	203	76.13	1.53	83.33	2941819	0	431	431	8103	8103	6825	6825	33848	33848	48.8	1.92	86.41	11	2860	81	215	6	0	0	0
bin.32	k__Bacteria (UID203)	5449	104	58	13.48	0.63	50.00	2907404	0	333	333	11467	11467	8730	8730	78862	78862	72.5	2.17	87.62	11	3294	87	13	4	0	0	0
bin.33	p__Actinobacteria (UID1454)	732	200	117	90.71	2.14	25.00	3646580	0	518	518	8865	8865	7039	7039	38135	38135	73.4	1.93	92.74	11	4091	17	179	4	0	0	0
bin.34	k__Bacteria (UID203)	5449	103	57	26.32	1.75	0.00	648745	0	40	40	24993	24993	16218	16218	41620	41620	68.7	1.56	90.26	11	646	86	16	1	0	0	0
bin.35	root (UID1)	5656	56	24	0.00	0.00	0.00	256838	0	13	13	23633	23633	19756	19756	59483	59483	47.3	1.01	56.11	11	339	56	0	0	0	0	0
bin.36	o__Actinomycetales (UID1697)	387	330	193	85.33	2.89	27.27	3687059	0	406	406	12352	12352	9081	9081	43166	43166	73.0	1.52	91.57	11	3879	40	279	11	0	0	0
bin.37	k__Bacteria (UID2142)	169	316	236	53.91	12.64	64.10	5167679	0	1203	1203	4237	4237	4295	4295	44372	44372	63.9	2.53	84.48	11	6525	155	132	24	5	0	0
bin.38	k__Bacteria (UID203)	5449	103	57	80.48	42.11	2.78	11274280	0	2137	2137	5680	5680	5275	5275	103497	103497	71.6	3.21	88.02	11	12067	44	37	15	7	0	0
bin.39	root (UID1)	5656	56	24	0.00	0.00	0.00	932520	0	142	142	7751	7751	6567	6567	24304	24304	39.0	2.00	12.13	11	607	56	0	0	0	0	0
bin.4	k__Archaea (UID2)	207	149	107	0.31	0.00	0.00	4307042	0	1276	1276	3160	3160	3375	3375	17282	17282	59.3	2.05	73.95	4	5851	148	1	0	0	0	0
bin.40	o__Actinomycetales (UID1593)	69	400	198	87.49	7.45	35.71	3098473	0	351	351	12138	12138	8827	8827	68661	68661	68.3	1.59	89.34	11	3186	41	317	35	7	0	0
bin.41	k__Bacteria (UID203)	5449	104	58	68.97	0.00	0.00	4883926	0	681	681	8241	8241	7171	7171	32046	32046	43.1	2.37	82.67	11	4527	56	48	0	0	0	0
bin.42	k__Bacteria (UID203)	5449	104	58	48.89	0.00	0.00	2048956	0	461	461	4520	4520	4444	4444	18105	18105	76.0	1.58	91.39	11	2303	67	37	0	0	0	0
bin.43	k__Bacteria (UID203)	5449	104	58	100.00	91.03	30.39	8257555	0	839	839	13766	13766	9842	9842	73809	73809	51.1	2.28	88.60	11	8100	0	16	84	2	2	0
bin.44	k__Bacteria (UID203)	5449	104	58	40.52	0.86	100.00	1758827	0	436	436	4110	4110	4034	4034	13965	13965	58.9	1.95	90.29	11	1855	73	30	1	0	0	0
bin.45	p__Actinobacteria (UID1454)	732	196	114	47.37	6.14	70.00	1359553	0	381	381	3478	3478	3568	3568	9948	9948	63.8	1.67	90.21	11	1745	112	74	10	0	0	0
bin.46	k__Bacteria (UID203)	5449	104	58	33.75	11.25	0.00	20777064	0	1116	1116	29374	29374	18617	18617	219458	219458	52.1	1.23	84.17	4	28936	52	29	14	9	0	0
bin.47	o__Actinomycetales (UID1697)	387	330	193	70.71	1.04	66.67	2871077	0	121	121	31377	31377	23727	23727	115189	115189	69.2	1.11	90.20	11	2824	103	224	3	0	0	0
bin.48	o__Sphingomonadales (UID3310)	26	569	293	94.19	2.52	13.33	2893286	0	152	152	29893	29893	19034	19034	80280	80280	64.9	1.55	92.45	11	2981	24	530	15	0	0	0
bin.49	o__Rhodospirillales (UID3754)	63	336	201	88.11	4.11	76.47	5477663	0	715	715	8953	8953	7661	7661	60110	60110	70.1	2.13	90.24	11	5910	44	275	17	0	0	0
bin.5	p__Actinobacteria (UID1454)	732	196	114	74.66	4.97	75.00	2487724	0	442	442	6112	6112	5628	5628	32589	32589	66.2	1.57	89.76	11	2858	65	123	8	0	0	0
bin.50	p__Actinobacteria (UID1454)	732	196	114	87.08	6.46	46.15	4398609	0	601	601	9128	9128	7318	7318	56877	56877	67.0	2.03	87.02	11	4992	24	163	7	2	0	0
bin.51	k__Bacteria (UID203)	5449	104	58	20.61	0.63	50.00	1857146	0	472	472	3747	3747	3934	3934	28931	28931	65.3	1.85	89.10	11	1817	86	14	4	0	0	0
bin.52	k__Bacteria (UID203)	5449	104	58	100.00	140.77	67.50	17064416	0	2265	2265	9594	9594	7533	7533	83944	83944	52.3	2.51	89.13	11	17120	0	34	39	18	7	6
bin.53	root (UID1)	5656	56	24	0.00	0.00	0.00	283891	0	11	11	173287	173287	25808	25808	173287	173287	70.0	1.26	81.76	11	297	56	0	0	0	0	0
bin.54	k__Bacteria (UID1452)	924	161	108	68.58	2.37	28.57	2667900	0	501	501	5673	5673	5325	5325	22063	22063	57.6	1.99	89.83	11	2492	53	101	7	0	0	0
bin.55	k__Bacteria (UID203)	5449	104	58	3.06	0.00	0.00	7530218	0	2157	2157	3429	3429	3491	3491	12177	12177	35.3	2.38	39.80	11	9931	99	5	0	0	0	0
bin.56	k__Bacteria (UID203)	5449	104	58	31.90	10.34	62.50	3320175	0	743	743	4601	4601	4468	4468	12913	12913	54.5	2.20	90.25	11	3475	81	17	5	1	0	0
bin.57	k__Bacteria (UID203)	5449	104	58	56.97	3.61	100.00	3151786	0	575	575	5868	5868	5481	5481	145880	145880	55.4	1.81	88.75	11	3276	61	40	3	0	0	0
bin.58	k__Bacteria (UID203)	5449	104	58	31.03	0.00	0.00	1745922	0	335	335	5496	5496	5211	5211	17522	17522	56.5	2.01	85.36	11	1844	84	20	0	0	0	0
bin.59	root (UID1)	5656	56	24	0.00	0.00	0.00	706449	0	115	115	7116	7116	6143	6143	26577	26577	35.1	2.82	10.15	11	421	56	0	0	0	0	0
bin.6	k__Bacteria (UID203)	5449	104	58	0.86	0.00	0.00	308199	0	14	14	26529	26529	22014	22014	46037	46037	27.4	1.20	42.76	11	310	103	1	0	0	0	0
bin.60	o__Actinomycetales (UID1663)	488	310	185	73.55	37.14	2.67	6261064	0	1448	1448	4259	4259	4323	4323	29449	29449	71.7	2.26	89.22	11	7272	73	143	72	18	4	0
bin.61	f__Xanthomonadaceae (UID4214)	55	659	290	86.89	1.75	10.00	2629197	0	322	322	10208	10208	8165	8165	47156	47156	70.6	1.57	92.73	11	2624	113	536	10	0	0	0
bin.62	root (UID1)	5656	56	24	0.00	0.00	0.00	322541	0	54	54	6023	6023	5972	5972	20340	20340	36.7	2.22	4.63	11	61	56	0	0	0	0	0
bin.63	k__Bacteria (UID1452)	924	161	108	57.92	20.37	53.33	3819897	0	895	895	4275	4275	4268	4268	16193	16193	56.9	2.08	88.82	11	3985	76	61	21	3	0	0
bin.64	k__Archaea (UID2)	207	149	107	43.80	31.90	26.67	61721398	0	14392	14392	4372	4372	4288	4288	20109	20109	50.1	1.66	63.55	11	137275	78	33	27	6	4	1
bin.65	root (UID1)	5656	56	24	0.00	0.00	0.00	213415	0	42	42	5224	5224	5081	5081	25351	25351	38.0	1.66	3.17	11	35	56	0	0	0	0	0
bin.66	p__Bacteroidetes (UID2591)	364	301	202	68.92	0.74	50.00	2595141	0	428	428	6523	6523	6063	6063	28733	28733	54.1	1.44	92.62	11	2571	115	184	2	0	0	0
bin.67	k__Bacteria (UID203)	5449	104	58	76.16	42.32	26.25	9652169	0	1681	1681	6388	6388	5741	5741	100470	100470	65.9	2.24	88.05	11	11012	28	38	14	6	13	5
bin.68	k__Bacteria (UID203)	5449	104	58	84.48	63.13	32.51	7293562	0	1060	1060	8183	8183	6880	6880	82946	82946	69.0	2.26	87.14	11	7844	10	34	27	13	17	3
bin.69	o__Sphingomonadales (UID3310)	26	569	293	83.80	7.94	30.51	2774931	0	402	402	8264	8264	6902	6902	30294	30294	69.6	1.70	92.11	11	3015	122	405	35	6	1	0
bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	224183	0	39	39	7158	7158	5748	5748	16403	16403	37.8	2.07	7.94	11	84	56	0	0	0	0	0
bin.70	o__Actinomycetales (UID1593)	69	400	198	71.24	4.55	16.67	2589788	0	239	239	17232	17232	10835	10835	84604	84604	67.8	2.20	90.53	11	2687	143	247	9	1	0	0
bin.71	k__Bacteria (UID203)	5449	104	58	28.45	0.00	0.00	2225946	0	604	604	3600	3600	3685	3685	12720	12720	70.8	2.14	92.37	11	2616	85	19	0	0	0	0
bin.72	root (UID1)	5656	56	24	0.00	0.00	0.00	1379755	0	187	187	8314	8314	7378	7378	40530	40530	50.8	1.17	73.73	4	1855	56	0	0	0	0	0
bin.73	o__Cytophagales (UID2936)	47	454	336	99.11	0.95	60.00	4465744	0	159	159	39020	39020	28086	28086	149704	149704	62.9	2.00	86.96	11	4020	3	446	5	0	0	0
bin.74	k__Bacteria (UID1452)	924	161	108	93.52	0.10	100.00	4513327	0	193	193	34082	34082	23385	23385	132896	132896	55.8	1.24	90.07	11	4107	7	153	1	0	0	0
bin.75	k__Bacteria (UID203)	5449	104	58	15.52	0.00	0.00	955667	0	252	252	3763	3763	3792	3792	11961	11961	75.9	1.32	91.00	11	1144	92	12	0	0	0	0
bin.76	root (UID1)	5656	56	24	0.00	0.00	0.00	256140	0	47	47	5457	5457	5449	5449	28980	28980	61.8	1.69	88.56	11	304	56	0	0	0	0	0
bin.77	k__Bacteria (UID203)	5449	104	58	74.65	5.91	100.00	3305541	0	530	530	6858	6858	6236	6236	28507	28507	64.6	1.74	86.64	11	3583	27	57	18	2	0	0
bin.78	root (UID1)	5656	56	24	95.83	214.24	40.91	11450856	0	1422	1422	10742	10742	8052	8052	86946	86946	69.1	2.33	90.39	11	12330	1	0	21	22	6	6
bin.79	k__Bacteria (UID203)	5449	104	58	2.64	0.00	0.00	2320183	0	601	601	3910	3910	3860	3860	10188	10188	40.0	1.47	72.50	4	3299	101	3	0	0	0	0
bin.8	o__Actinomycetales (UID1802)	274	388	214	95.07	5.20	40.00	5857757	0	335	335	26944	26944	17485	17485	139892	139892	74.7	1.83	91.71	11	5673	23	345	20	0	0	0
bin.80	o__Rhodospirillales (UID3754)	63	336	201	69.76	29.42	16.79	5663405	0	1349	1349	4028	4028	4198	4198	47220	47220	70.7	3.36	87.74	11	6519	94	150	71	20	1	0
bin.81	root (UID1)	5656	56	24	0.00	0.00	0.00	268062	0	16	16	20963	20963	16753	16753	34338	34338	67.1	0.66	90.19	11	318	56	0	0	0	0	0
bin.82	root (UID1)	5656	56	24	0.00	0.00	0.00	471752	0	73	73	7230	7230	6462	6462	18570	18570	49.7	0.97	63.55	11	709	56	0	0	0	0	0
bin.83	p__Bacteroidetes (UID2591)	364	302	203	99.01	0.99	0.00	3735026	0	40	40	146277	146277	93375	93375	351533	351533	39.8	0.69	87.73	11	3384	2	297	3	0	0	0
bin.84	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	442825	0	55	55	9480	9480	8051	8051	31022	31022	64.3	1.40	81.51	11	565	103	1	0	0	0	0
bin.85	root (UID1)	5656	56	24	0.00	0.00	0.00	647035	0	143	143	4633	4633	4524	4524	11427	11427	61.4	1.89	87.29	11	640	56	0	0	0	0	0
bin.86	c__Alphaproteobacteria (UID3305)	564	349	230	75.87	0.65	0.00	2127297	0	59	59	51821	51821	36055	36055	142464	142464	70.4	1.49	92.82	11	2107	85	262	2	0	0	0
bin.87	root (UID1)	5656	56	24	0.00	0.00	0.00	239898	0	52	52	4529	4529	4613	4613	13533	13533	40.0	2.44	10.73	11	137	56	0	0	0	0	0
bin.88	root (UID1)	5656	56	24	0.00	0.00	0.00	487916	0	104	104	5063	5063	4691	4691	15498	15498	40.0	2.30	10.88	11	324	56	0	0	0	0	0
bin.89	root (UID1)	5656	56	24	0.00	0.00	0.00	2671524	0	565	565	4873	4873	4728	4728	33291	33291	23.0	2.50	5.96	11	743	56	0	0	0	0	0
bin.9	k__Archaea (UID2)	207	149	107	0.93	0.00	0.00	317636	0	47	47	7311	7311	6758	6758	19950	19950	52.2	1.03	61.19	11	496	148	1	0	0	0	0
bin.90	k__Bacteria (UID1452)	924	161	108	82.13	5.66	77.78	4999668	0	441	441	15759	15759	11337	11337	147763	147763	63.9	1.27	87.72	11	4429	48	104	9	0	0	0
bin.91	k__Bacteria (UID203)	5449	104	58	13.61	1.72	0.00	1107127	0	339	339	3121	3121	3265	3265	8845	8845	72.1	2.35	90.09	11	1348	90	13	1	0	0	0
bin.92	k__Bacteria (UID1452)	924	161	108	90.74	0.00	0.00	3845965	0	193	193	32554	32554	19927	19927	100873	100873	58.5	1.73	84.83	11	3301	10	151	0	0	0	0
bin.93	k__Archaea (UID2)	207	149	107	1.58	0.00	0.00	406347	0	12	12	48945	48945	33862	33862	98815	98815	60.5	0.77	82.88	11	500	139	10	0	0	0	0
bin.94	root (UID1)	5656	56	24	8.33	0.00	0.00	793883	0	226	226	3460	3460	3512	3512	9627	9627	67.9	1.71	93.13	11	958	54	2	0	0	0	0
bin.95	root (UID1)	5656	56	24	0.00	0.00	0.00	211882	0	16	16	18714	18714	13242	13242	51511	51511	62.2	1.06	87.52	11	215	56	0	0	0	0	0
bin.96	p__Bacteroidetes (UID2591)	364	303	203	98.28	0.49	0.00	5759775	0	48	48	211678	211678	119995	119995	571760	571760	41.7	1.78	88.05	11	4650	4	297	2	0	0	0
bin.97	root (UID1)	5656	56	24	0.00	0.00	0.00	213671	0	21	21	11639	11639	10174	10174	42343	42343	63.5	2.03	88.61	11	252	56	0	0	0	0	0
bin.98	k__Bacteria (UID203)	5449	104	58	67.46	16.38	58.33	5543853	0	1044	1044	5666	5666	5310	5310	43117	43117	74.2	1.80	91.21	11	6397	55	41	6	2	0	0
bin.99	o__Actinomycetales (UID1802)	274	387	213	89.72	0.70	50.00	4110715	0	203	203	29073	29073	20249	20249	163190	163190	72.2	1.14	89.16	11	3763	41	344	2	0	0	0
