TranscriptID	ptm	avg_lddt	input_file	last_position_in_SP
FUN_001631-T1	0.78	83.4707369614513	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001631-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	21
FUN_001663-T1	0.66	67.5367907201547	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001663-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	24
FUN_001675-T1	0.92	92.25738575983	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001675-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	20
FUN_001704-T1	0.9	92.500993360572	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001704-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	30
FUN_001708-T1	0.32	36.014128440367	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001708-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_001709-T1	0.31	37.1431966224367	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001709-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	19
FUN_001758-T1	0.82	87.7800384172109	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001758-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	20
FUN_001769-T1	0.92	92.3919657047261	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001769-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	22
FUN_001785-T1	0.71	83.8995314533623	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001785-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	17
FUN_001815-T1	0.85	85.3806996832709	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001815-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	20
FUN_001832-T1	0.61	71.6768037564767	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001832-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	16
FUN_001849-T1	0.39	42.0070502225048	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001849-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	24
FUN_001856-T1	0.75	76.6360388349514	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001856-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_001885-T1	0.81	91.3180046565774	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001885-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	17
FUN_001919-T1	0.26	35.5046591619762	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001919-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	18
FUN_001935-T1	0.15	47.6020289855072	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001935-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_001941-T1	0.85	90.741642920748	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001941-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	21
FUN_001970-T1	0.74	78.277258382643	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001970-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	27
FUN_001974-T1	0.9	93.4995748518423	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_001974-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	23
FUN_002007-T1	0.61	71.8430994628032	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002007-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	25
FUN_002012-T1	0.62	60.9956827820187	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002012-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	27
FUN_002013-T1	0.16	50.16089678511	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002013-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	18
FUN_002041-T1	0.32	39.2463245823389	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002041-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	22
FUN_002086-T1	0.39	59.3009179056238	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002086-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	21
FUN_002120-T1	0.68	79.5769393511989	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002120-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	22
FUN_002121-T1	0.21	30.6122612287042	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002121-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	20
FUN_002144-T1	0.94	93.8413848222289	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002144-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	18
FUN_002186-T1	0.17	43.8384232509572	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002186-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	20
FUN_002191-T1	0.64	64.8454045307443	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002191-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	22
FUN_002220-T1	0.43	52.1668274694716	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002220-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_002229-T1	0.86	89.8581108218669	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002229-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	24
FUN_002264-T1	0.45	54.1104460431655	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002264-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	20
FUN_002283-T1	0.89	90.0370582379293	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002283-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	15
FUN_002304-T1	0.9	92.1178203533217	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002304-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	22
FUN_002310-T1	0.91	92.4502796786671	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002310-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	18
FUN_002315-T2	0.63	58.6922784297855	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002315-T2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_002316-T1	0.66	70.5350802529183	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002316-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	26
FUN_002331-T1	0.64	72.0535907794677	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002331-T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	20
FUN_002336-T1	0.24	48.1775960986804	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002336-T1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	17
FUN_002353-T1	0.77	83.5449775635699	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002353-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	17
FUN_002376-T1	0.91	92.1170456993384	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002376-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	15
FUN_002396-T1	0.88	90.1914663532177	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002396-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	17
FUN_002406-T2	0.89	89.5481686746988	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002406-T2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	25
FUN_002409-T1	0.5	66.8992748091603	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002409-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	18
FUN_002412-T1	0.47	46.3332459499264	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002412-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	19
FUN_002412-T2	0.49	48.2414916792738	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002412-T2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	19
FUN_002423-T1	0.45	69.2649125874126	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002423-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	19
FUN_002446-T1	0.28	52.5144054441261	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002446-T1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	19
FUN_002462-T1	0.92	93.547990430622	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002462-T1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	23
FUN_002475-T1	0.77	81.9441390423573	../analysis_and_temp_files/03_fold_secretome/colab_fold_best_model/FUN_002475-T1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	22
